,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
353,7232,7233,2021-01-16 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,567.02,USD,1.21,Kg.,37.0,Kg.,13.0,EA,6E8602 ARC SARS-COVID-2 CAL OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,7233,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,2 | 2 | 2 | 2 | 2,{'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.25,10.5,21.5,727 | 70 | 1240 | 531 | 680,70 | 72 | 73 | 74 | 330 | 951 | 430,70
354,7237,7238,2021-01-16 03:00:00,38220020,"Kertas karton, gumpalan selulosa dan jaringan dari serat selulosa diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG TIMUR KARYA SEJAHTERA,"RUKO MADISON SQUARE KOTA WISATA BLOK SHC 2 NO.3, KEL. CIANGSANA, KEC.",ID - Indonesia,.,.,.,.,SOLUTIONS17 PTE LTD,"442, ORCHARD ROAD #02-01, CLAYMORE CONNECT SINGAPO",Singapore,0.0,97850.0,USD,36.2,Kg.,109.0,Kg.,95.0,KT,WIZDX COVID 19 CRYSTALMIX PCR KIT (96T/KIT) (9120 TEST),0,CT,,,,,SOEKARNO-HATTA (U),INCHEON,KOREAN AIR,,0,,,North Korea,,,,,,,,7238,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,pcr | pcr | pcr,{'pcr': '1ea'} | {'pcr': '1ea'} | {'pcr': '1ea'},,,0.5,0.0,0.5,952 | 1035 | 1442,,952 | 1035 | 1442
355,7240,7241,2021-01-15 03:00:00,38220090,Lain-lain,PT. INTERSKALA MEDIKA INDONESIA,"GREEN SEDAYU BIZ PARK BLOK DM 9/62, JALAN DAAN MOGOT KM.18, KEL. KALID",ID - Indonesia,.,.,.,.,XI'AN TIANLONG SCIENCE AND TECHNOLOGY CO,"NO.389 ZHUHONG ROAD,XI'AN,SHAANXI PROVINCE,710018",China,0.0,101107.14,USD,298.93,Kg.,1193.0,Kg.,20000.0,PCE,TIANLONG P742H-2019-NCOV ORF1AB/N DNA POLYMERASE CHAIN REACTION (PCR) FLUORESCENCE DIAGNOSTIC,0,CT,,,,,SOEKARNO-HATTA (U),SHENZHEN,CK291,,0,,,China,,,,,,,,7241,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"ncov,2019 | fluorescence,2019 | ncov,2019","{'ncov,2019': '1ea'} | {'fluorescence,2019': '1ea'} | {'ncov,2019': '1ea'}","technology,science,co | technology,science,co | technology,science,co","{'technology,science,co': '1ea'} | {'technology,science,co': '1ea'} | {'technology,science,co': '1ea'}",1.0,1.0,2.6666666666666665,1275 | 1109 | 499,16 | 958 | 959,16
356,7245,7246,2021-01-15 03:00:00,38220020,"Kertas karton, gumpalan selulosa dan jaringan dari serat selulosa diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. NELTA MULTI GRACIA,JL.MENTENG NIAGA METLAND MENTENG BLOK J 7 NO.1 UJUNG MENTENG CAKUNG,ID - Indonesia,.,.,.,.,RESZON DIAGNOSTICS,"I-G-1, GRD FLR BLK I ,PARKLANE COMMERCIAL HUB, 21 JLN SS7/26",Malaysia,0.0,9336.07,USD,45.98,Kg.,46.1,Kg.,100.0,PCE,"COVID-19 RAPID ANTIGEN TEST (WITH NASOPHARYNGEAL SWAB), 25 T/KIT -",0,PK,,,,,SOEKARNO-HATTA (U),KUALA LUMPUR,MYINDO AIRLINES,,0,,,Malaysia,,,,,,,,7246,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"antigen,swab,nasopharyngeal,rapid | antigen,swab,nasopharyngeal,rapid | antigen,rapid | antigen,swab,nasopharyngeal,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,swab | antigen,rapid | antigen,rapid","{'antigen': 4, 'swab': 4, 'nasopharyngeal': 4, 'rapid': 4} | {'antigen': 4, 'swab': 4, 'nasopharyngeal': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'swab': 4, 'nasopharyngeal': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'swab': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4}","reszon,diagnostics","{'reszon': 20, 'diagnostics': '1ea'}",8.0,5.25,18.5,836 | 828 | 171 | 181 | 209 | 550 | 618 | 648 | 1245 | 613 | 1243 | 643 | 192 | 1074 | 185,581,581
357,7258,7259,2021-01-15 03:00:00,38220090,Lain-lain,PT. INDOLAB ARTHA MEDIKA,KOMP. RUKO SUNTER PARADISE TAHAP II BLOK A-4 NO. 43  KEL. SUNTER AGUNG,ID - Indonesia,.,.,.,.,ZYBIO INC,FLOOR 1 TO FLOOR 4 BUILDING 30 NO.6 OF TAIKANG BLO,China,0.0,15436.8,USD,4.0,Kg.,39.0,Kg.,40.0,PCE,ZYBIO SARS-COV-2 NUCLEIC ACID DETECTION KIT BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),SHENZHEN,CK,,0,,,China,,,,,,,,7259,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"nucleic,acid","{'nucleic,acid': '1ea'}",zybio,{'zybio': 20},2.0,20.0,41.5,144,1032,1032
358,7261,7262,2021-01-15 03:00:00,38220090,Lain-lain,PT. ROYAL CIPTA PROPERTI,"BELLEZZA BSA 1ST FLOOR UNIT 106 JL.LETJEN SOEPENO PERMATA HIJAU KEL.,K",ID - Indonesia,.,.,.,.,FOSUN SINOPAHRM(HONG KONG)SUPPLY CHAIN,"ROOMS 1-6,26/F,BLOCK A,NANHUI PLAZA 11 YIP HING ST",Hong Kong,0.0,4778.89,USD,32.0,Kg.,48.0,Kg.,2000.0,PCE,NOVEL CORONAVIRUS (SARS-COV-2)ANTIGEN RAPID TEST,0,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CHINA EASTERN AIR,,0,,,China,,,,,,,,7262,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,rapid,{'rapid': 4},fosun | fosun | fosun,{'fosun': 4} | {'fosun': 4} | {'fosun': 4},4.0,0.5714285714285714,4.0,1173,285 | 286 | 451,1173
359,7269,7270,2021-01-15 03:00:00,38220090,Lain-lain,PT. SETIA GUNA MEDIKA,"TAMAN KEBON JERUK BLOK.AA IV NO.39-40 RT.003/007 MERUYA SELATAN, KEMBA",ID - Indonesia,.,.,.,.,TELLGEN CORPORATION,"ADD: BUILDING 1, NO. 115, LANE 572, BIBO RD, PILOT",China,0.0,9287.83,USD,12.5,Kg.,490.0,Kg.,600.0,PCE,TELLGEN SARS-COV-2 NUCLEIC ACID DETECTION KIT BASED ON CARTRIDGE REAL-TIME PCR PLATFORM,0,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CHINA CARGO,,0,,,China,,,,,,,,7270,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"acid,time,detection,nucleic,based,real,platform,on","{'detection': 1, 'acid,time,nucleic,based,real,platform,on': '1ea'}","tellgen,corporation","{'tellgen': 20, 'corporation': '1ea'}",8.0,21.0,58.0,638,638,638
360,7271,7272,2021-01-15 03:00:00,38220090,Lain-lain,PT. SILOAM INTERNATIONAL HOSPITAL TBK,"FAKULTAS KEDOKTERAN UNIVERSITAS PELITA HARAPAN, 31ST FLOOR JL. BOULEVA",ID - Indonesia,.,.,.,.,BIOACUMEN GLOBAL PTE LTD,158 KALLANG WAY #01-08 SINGAPORE 349245,Singapore,0.0,76608.0,USD,57.0,Kg.,67.0,Kg.,2688.0,PCE,"PCR REAGENT, SARS-COV-2 GO STRIPS (2388 TEST), INCLUDED M1 PREP CATRIDGES & GO STRIPS BAIK & BARU",3,CT,,,,,SOEKARNO-HATTA (U),SINGAPORE,GARUDA INDONESIA,,0,,,Singapore,,,,,,,,7272,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"strips,go","{'strips': 4, 'go': '1ea'}",global | global,{'global': '1ea'} | {'global': '1ea'},2.5,0.125,2.5,95,1289 | 1290,95
361,7284,7285,2021-01-15 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG CEMERLANG,ITC CEMPAKA MAS GROSIR LT.4 BLOK K NO.898 JL. LETJEN SUPRAPTO,ID - Indonesia,.,.,.,.,"SHENZHEN GONGXIANGGOU INTERNET CO.,LTD","ADDRESS : 407 TEZHOU BUILDING, 246 PINGLONG EAST",China,0.0,113160.0,USD,2091.0,Kg.,2091.0,Kg.,98400.0,PCE,NOVEL CORONAVIRUS COVID-19 ANTIGEN TEST KIT (COLLOIDAL GOLD METHOD),205,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,"SQ 7871 , SQ",,0,,,China,,,,,,,,7285,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"gold,antigen,colloidal | gold,antigen,colloidal","{'antigen': 4, 'gold,colloidal': '1ea'} | {'antigen': 4, 'gold,colloidal': '1ea'}",shenzhen | shenzhen | shenzhen | shenzhen | shenzhen | shenzhen | shenzhen | shenzhen | shenzhen | shenzhen,{'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'} | {'shenzhen': '1ea'},6.0,0.3333333333333333,6.666666666666667,625 | 611,90 | 806 | 818 | 314 | 313 | 626 | 600 | 311 | 332 | 730,818
362,7286,7287,2021-01-15 03:00:00,38220090,Lain-lain,PT. SILOAM INTERNATIONAL HOSPITAL TBK,"FAKULTAS KEDOKTERAN UNIVERSITAS PELITA HARAPAN, 31ST FLOOR JL. BOULEVA",ID - Indonesia,.,.,.,.,BIOACUMEN GLOBAL PTE LTD,158 KALLANG WAY #01-08 SINGAPORE 349245,Singapore,0.0,76608.0,USD,51.0,Kg.,61.0,Kg.,2688.0,PCE,"PCR REAGENT, SARS-COV-2 GO STRIPS (2388 TEST), INCLUDED M1 PREP CATRIDGES & GO STRIPS BAIK & BARU",3,CT,,,,,SOEKARNO-HATTA (U),SINGAPORE,GARUDA INDONESIA,,0,,,Singapore,,,,,,,,7287,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"strips,go","{'strips': 4, 'go': '1ea'}",global | global,{'global': '1ea'} | {'global': '1ea'},2.5,0.125,2.5,95,1289 | 1290,95
363,7291,7292,2021-01-15 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA CENTRAL LT 32,33,35,36,JL JEND SUDIRMAN KAV 48A KEL KARET S",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ / SWITZERLAND,Switzerland,0.0,39320000.0,IDR,0.85,Kg.,82.0,Kg.,16.0,PCE,09175440190   KIT COBAS 6800/8800 SARS-COV-2 RMC,0,PK,,,,,SOEKARNO-HATTA (U),INDIANAPOLIS,EVA AIRLINE,,0,,,United States,,,,,,,,7292,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,cobas | cobas | cobas,{'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},"diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",0.5,21.0,43.0,131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
364,7294,7295,2021-01-15 03:00:00,38220090,Lain-lain,PT. SILOAM INTERNATIONAL HOSPITAL TBK,"FAKULTAS KEDOKTERAN UNIVERSITAS PELITA HARAPAN, 31ST FLOOR JL. BOULEVA",ID - Indonesia,.,.,.,.,BIOACUMEN GLOBAL PTE LTD,158 KALLANG WAY #01-08 SINGAPORE 349245,Singapore,0.0,26112.0,USD,10.0,Kg.,61.0,Kg.,1536.0,PCE,"PCR REAGENT, SARS-COV-2 GO STRIPS ONLY ( 1536 TESTS) BAIK & BARU",1,CT,,,,,SOEKARNO-HATTA (U),SINGAPORE,GARUDA INDONESIA,,0,,,Singapore,,,,,,,,7295,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"strips,go","{'strips': 4, 'go': '1ea'}",global | global,{'global': '1ea'} | {'global': '1ea'},2.5,0.125,2.5,95,1289 | 1290,95
365,7295,7296,2021-01-15 03:00:00,38220090,Lain-lain,PT. ROYAL CIPTA PROPERTI,"BELLEZZA BSA 1ST FLOOR UNIT 106 JL.LETJEN SOEPENO PERMATA HIJAU KEL.,K",ID - Indonesia,.,.,.,.,FOSUN SINOPAHRM(HONG KONG)SUPPLY CHAIN,"ROOMS 1-6,26/F,BLOCK A,NANHUI PLAZA 11 YIP HING ST",Hong Kong,0.0,2389.45,USD,16.0,Kg.,48.0,Kg.,1000.0,PCE,NOVEL CORONAVIRUS (SARS-COV-3)ANTIGEN RAPID TEST,0,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CHINA EASTERN AIR,,0,,,China,,,,,,,,7296,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,rapid,{'rapid': 4},fosun | fosun | fosun,{'fosun': 4} | {'fosun': 4} | {'fosun': 4},4.0,0.5714285714285714,4.0,1173,285 | 286 | 451,1173
366,7298,7299,2021-01-15 03:00:00,38220090,Lain-lain,PT. SARANA KARYA MEDIKA,"UBUD VILLAGE BLOK KINTAMANI C.1/15, KEL. SUDIMARA TIMUR, KEC. CILEDUG,",ID - Indonesia,.,.,.,.,"NANTONG EGENS BIOTECHNOLOGY CO.,LTD","BLOCK A NO.15 BUILDING , NO.1692 XINGHU AVENUE, NA",China,0.0,55020.61,USD,264.0,Kg.,264.0,Kg.,20000.0,PCE,SARS-COV-2 ANTIGEN RAPID TEST BAIK DAN BARU,0,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,GARUDA  INDONESIA,,0,,,China,,,,,,,,7299,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid","{'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4}","biotechnology,egens,nantong","{'egens_biotechnology': 20, 'nantong': 20}",8.0,40.0,96.0,171 | 209 | 550 | 618 | 648 | 1245 | 613 | 1243 | 643 | 1074 | 185,648,648
367,7303,7304,2021-01-15 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,25459.16,USD,59.63,Kg.,477.0,Kg.,400.0,PCE,SARS-COV-2 ANTIGEN (GICA),0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,Hong Kong,,,,,,,,7304,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"antigen,gica","{'antigen': 4, 'gica': '1ea'}",technology | technology | technology | technology,{'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'},5.0,0.5,5.0,806,933 | 897 | 384 | 819,806
368,7307,7308,2021-01-15 03:00:00,38220090,Lain-lain,PT. INTERSKALA MEDIKA INDONESIA,"GREEN SEDAYU BIZ PARK BLOK DM 9/62, JALAN DAAN MOGOT KM.18, KEL. KALID",ID - Indonesia,.,.,.,.,XI'AN TIANLONG SCIENCE AND TECHNOLOGY CO,"NO.389 ZHUHONG ROAD,XI'AN,SHAANXI PROVINCE,710018",China,0.0,101107.14,USD,298.93,Kg.,1193.0,Kg.,20000.0,PCE,TIANLONG P741H-2019-NCOV ORF1AB/N DNA POLYMERASE CHAIN REACTION (PCR) FLUORESCENCE DIAGNOSTIC,0,CT,,,,,SOEKARNO-HATTA (U),SHENZHEN,CK291,,0,,,China,,,,,,,,7308,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"ncov,2019 | fluorescence,2019 | ncov,2019","{'ncov,2019': '1ea'} | {'fluorescence,2019': '1ea'} | {'ncov,2019': '1ea'}","technology,science,co | technology,science,co | technology,science,co","{'technology,science,co': '1ea'} | {'technology,science,co': '1ea'} | {'technology,science,co': '1ea'}",1.0,1.0,2.6666666666666665,1275 | 1109 | 499,16 | 958 | 959,16
369,7313,7314,2021-01-15 03:00:00,38220090,Lain-lain,PT. SILOAM INTERNATIONAL HOSPITAL TBK,"FAKULTAS KEDOKTERAN UNIVERSITAS PELITA HARAPAN, 31ST FLOOR JL. BOULEVA",ID - Indonesia,.,.,.,.,BIOACUMEN GLOBAL PTE LTD,158 KALLANG WAY #01-08 SINGAPORE 349245,Singapore,0.0,26112.0,USD,10.0,Kg.,67.0,Kg.,1536.0,PCE,"PCR REAGENT, SARS-COV-2 GO STRIPS ONLY ( 1536 TESTS) BAIK & BARU",1,CT,,,,,SOEKARNO-HATTA (U),SINGAPORE,GARUDA INDONESIA,,0,,,Singapore,,,,,,,,7314,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"strips,go","{'strips': 4, 'go': '1ea'}",global | global,{'global': '1ea'} | {'global': '1ea'},2.5,0.125,2.5,95,1289 | 1290,95
370,7315,7316,2021-01-15 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,156812.14,USD,367.28,Kg.,477.0,Kg.,401.0,PCE,SARS-COV-2 NUCLEIC ACID DETECTION KIT (MULTIPLEX PCR FLUORESCENT PROBE METHOD),0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,Hong Kong,,,,,,,,7316,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"acid,fluorescent,probe,detection,nucleic,method | acid,fluorescent,probe,detection,nucleic,method | acid,fluorescent,probe,detection,nucleic,method","{'detection': 1, 'acid,fluorescent,probe,nucleic,method': '1ea'} | {'detection': 1, 'acid,fluorescent,probe,nucleic,method': '1ea'} | {'detection': 1, 'acid,fluorescent,probe,nucleic,method': '1ea'}",technology | technology | technology | technology,{'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'},6.0,0.5,6.0,1032 | 1012 | 1014,933 | 897 | 384 | 819,1032 | 1012 | 1014
371,7322,7323,2021-01-15 03:00:00,38220090,Lain-lain,PT. SETIA GUNA MEDIKA,"TAMAN KEBON JERUK BLOK.AA IV NO.39-40 RT.003/007 MERUYA SELATAN, KEMBA",ID - Indonesia,.,.,.,.,TELLGEN CORPORATION,"ADD: BUILDING 1, NO. 115, LANE 572, BIBO RD, PILOT",China,0.0,103652.17,USD,139.5,Kg.,490.0,Kg.,6696.0,PCE,TELLGEN SARS-COV-2 NUCLEIC ACID DETECTION KIT BASED ON CARTRIDGE REAL-TIME PCR PLATFORM,4,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CHINA CARGO,,0,,,China,,,,,,,,7323,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"acid,time,detection,nucleic,based,real,platform,on","{'detection': 1, 'acid,time,nucleic,based,real,platform,on': '1ea'}","tellgen,corporation","{'tellgen': 20, 'corporation': '1ea'}",8.0,21.0,58.0,638,638,638
372,7330,7331,2021-01-15 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA CENTRAL LT 32,33,35,36,JL JEND SUDIRMAN KAV 48A KEL KARET S",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ / SWITZERLAND,Switzerland,0.0,3738930000.0,IDR,81.15,Kg.,82.0,Kg.,100.0,PCE,09175431190   KIT COBAS 6800/8800 SARS-COV-2 192T,0,PK,,,,,SOEKARNO-HATTA (U),INDIANAPOLIS,EVA AIRLINE,,0,,,United States,,,,,,,,7331,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,cobas | cobas | cobas,{'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},"diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",0.5,21.0,43.0,131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
373,7342,7343,2021-01-15 03:00:00,38220090,Lain-lain,PT. GENECRAFT LABS,JL. MERUYA ILIR NO.88 BUSSINES PARK KEBON JERUK BLOK F.2 NO.9,ID - Indonesia,.,.,.,.,LUMINEX CORPORATION,12201 TECHNOLOGY BLVD SUITE 130 AUSTIN,United States,0.0,60200.0,USD,272.2,Kg.,272.2,Kg.,60.0,EA,ARIES SARS COV-2 ASSAY ( 24 CASSETTES)-IVD,0,PK,,,,,SOEKARNO-HATTA (U),AUSTIN,FEDERAL EXPRESS,,0,,,United States,,,,,,,,7343,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"assay,aries","{'assay': 4, 'aries': '1ea'}","corporation,luminex","{'luminex': 20, 'corporation': '1ea'}",5.0,21.0,52.0,51,51,51
374,7345,7346,2021-01-15 03:00:00,38220090,Lain-lain,PT. INTERSKALA MEDIKA INDONESIA,"GREEN SEDAYU BIZ PARK BLOK DM 9/62, JALAN DAAN MOGOT KM.18, KEL. KALID",ID - Indonesia,.,.,.,.,"ANHUI DEEPBLUE MEDICAL TECHNOLOGY CO.,LT",ADD:1#. D ZONE FOUR FLOOR. PEARL  INDUSTRIAL PARK,China,0.0,490409.55,USD,3623.0,Kg.,3930.0,Kg.,250000.0,PCE,DEEPBLUE COVID-19 (SARS-COV-2) ANTIGEN TEST KIT (COLLOIDAL GOLD),200,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI,CI502,,0,,,China,,,,,,,,7346,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"gold,antigen,colloidal | gold,antigen,colloidal","{'antigen': 4, 'gold,colloidal': '1ea'} | {'antigen': 4, 'gold,colloidal': '1ea'}","technology,anhui,medical,deepblue | technology,anhui,medical,deepblue | technology,anhui,medical,deepblue | technology,anhui,medical,deepblue","{'anhui': 20, 'deepblue': 20, 'technology,medical': '1ea'} | {'anhui': 20, 'deepblue': 20, 'technology,medical': '1ea'} | {'anhui': 20, 'deepblue': 20, 'technology,medical': '1ea'} | {'anhui': 20, 'deepblue': 20, 'technology,medical': '1ea'}",6.0,42.0,90.0,625 | 611,148 | 149 | 147 | 146,148 | 146
375,7349,7350,2021-01-15 03:00:00,38220090,Lain-lain,PT. SILOAM INTERNATIONAL HOSPITAL TBK,"FAKULTAS KEDOKTERAN UNIVERSITAS PELITA HARAPAN, 31ST FLOOR JL. BOULEVA",ID - Indonesia,.,.,.,.,BIOACUMEN GLOBAL PTE LTD,158 KALLANG WAY #01-08 SINGAPORE 349245,Singapore,0.0,85000.0,SGD,64.0,Kg.,64.0,Kg.,100.0,PCE,"PCR REAGENT, SARS-COV-2 REAL TIME RT-PCR KIT V1.0 BAIK & BARU",2,BX,,,,,SOEKARNO-HATTA (U),SINGAPORE,GARUDA INDONESIA,,0,,,Singapore,,,,,,,,7350,Trade Atlas - 01-03-2022 - File ID 3602666925.xlsx,"time,pcr,real | time,pcr,real","{'time,real,pcr': '1ea'} | {'time,real,pcr': '1ea'}",global | global,{'global': '1ea'} | {'global': '1ea'},3.0,0.125,3.0,651 | 1057,1289 | 1290,651 | 1057
