,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
147,8038,8039,2021-10-04 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,SHENZHEN LIFOTRONIC TECHNOLOGY CO LTD,,Hong Kong,28365.1,30640.8,USD,11.55,Kg.,205.0,Kg.,0.0,,330PCS NOVEL CORONAVIRUS 2019 NCOV NUCLEIC ACID DETECTION KIT (FLUORESCENCE PCR METHOD) 50T,4,,CIF,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8039,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"nucleic,detection,novel,coronavirus,2019,method,fluorescence,acid | nucleic,detection,novel,coronavirus,2019,method,fluorescence,acid | nucleic,detection,novel,coronavirus,2019,method,fluorescence,acid","{'detection': 1, 'nucleic,novel,coronavirus,2019,method,fluorescence,acid': '1ea'} | {'detection': 1, 'nucleic,novel,coronavirus,2019,method,fluorescence,acid': '1ea'} | {'detection': 1, 'nucleic,novel,coronavirus,2019,method,fluorescence,acid': '1ea'}","co,technology | co,technology | co,technology | co,technology | technology | co | technology | co | technology | technology | co,shenzhen | co","{'co,technology': '1ea'} | {'co,technology': '1ea'} | {'co,technology': '1ea'} | {'co,technology': '1ea'} | {'technology': '1ea'} | {'co': '1ea'} | {'technology': '1ea'} | {'co': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'co,shenzhen': '1ea'} | {'co': '1ea'}",8.0,0.5,16.235294117647058,1254 | 1108 | 1106,16 | 958 | 959 | 455 | 933 | 520 | 897 | 903 | 384 | 819 | 820 | 956,1108 | 1106
148,8133,8134,2021-10-02 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",CENTRAMED PHILS CO,.,PH - Philippines,.,.,.,.,MIDA SOLUTIONS LIMITED,,Hong Kong,814.0,1280.3,USD,11.9,Kg.,12.0,Kg.,0.0,,740 PCS SARS-COV-2 ANTIGEN TEST KIT,1,PACKAGE,DDU,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8134,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,antigen | antigen,{'antigen': 4} | {'antigen': 4},"limited | limited | limited | limited | limited,solutions","{'limited': '1ea'} | {'limited': '1ea'} | {'limited': '1ea'} | {'limited': '1ea'} | {'limited,solutions': '1ea'}",4.0,0.5,4.0,44 | 187,949 | 834 | 842 | 847 | 1435,44 | 187
149,8140,8141,2021-10-01 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOLOGIC LIFE SCIENCES CORP.,.,PH - Philippines,.,.,.,.,"BIONOTE, INC.",,South Korea,62500.0,67750.0,USD,469.0,Kg.,566.0,Kg.,0.0,,"1,250 KITS NOWCHECK COVID-19 AG TEST (25TESTS/KIT)",32,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8141,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,nowcheck","{'nowcheck': 20, 'ag': 4}",bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},24.0,20.0,88.0,462,462 | 463 | 900,462
150,8151,8152,2021-10-01 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SPARTI LOGISTICS CORP.,"UNIT 2K 8005 DON JESUS BLVD., OMNI ARCADE ALABANG HILLS CUPANG, MUNTINLUPA CITY",PH - Philippines,024041209,.,SPARTILOGISTICSCORPORATION@GMAIL.COM,.,GUANGZHOU HONGYU MEDICAL TECHNOLOGY CO.LTD.,,China,360000.0,379683.8,USD,474.8,Kg.,528.04,Kg.,0.0,,"60,000TEST NOVEL CORONAVIRUS 2019 NCOV NUCLEIC ACID BASED DIAGNOSTIC REAGENT KIT (FLUORESCENT PCR)",38,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8152,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"diagnostic,nucleic,based,2019,reagent,acid","{'reagent': 4, 'diagnostic,nucleic,based,2019,acid': '1ea'}","medical,technology | medical,technology | medical,technology | medical,technology | medical,technology | medical,technology | medical,technology | medical,technology","{'medical,technology': '1ea'} | {'medical,technology': '1ea'} | {'medical,technology': '1ea'} | {'medical,technology': '1ea'} | {'medical,technology': '1ea'} | {'medical,technology': '1ea'} | {'medical,technology': '1ea'} | {'medical,technology': '1ea'}",4.5,0.6666666666666666,4.5,917,148 | 149 | 147 | 146 | 10 | 814 | 619 | 852,917
151,8178,8179,2021-10-01 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",VITALINE HEALTHCARE INC.,"UNIT 106 CORPORATE 101 BLDG NO 101 MOTHER IGNACIA ST BGY SOUTH TRIANGL, QUEZON CITY",PH - Philippines,3763171,.,CHRISTADENA@YAHOO.COM,.,BODITECH MED INC.,,South Korea,1965.0,2420.6,USD,115.1,Kg.,135.18,Kg.,0.0,,ICHROMA COVID 19 AG,21,PACKAGE,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8179,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ichroma,ag","{'ichroma': 20, 'ag': 4}","med,boditech | med,boditech","{'boditech': 20, 'med': '1ea'} | {'boditech': 20, 'med': '1ea'}",24.0,21.0,52.0,1049,30 | 329,329
152,8188,8189,2021-10-01 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",SUNFU SOLUTIONS INC.,"UNIT 615 CITY AND LAND MEGAPLAZA ADB AVE  ORTIGAS CENTER SAN ANTONIO, PASIG CITY",PH - Philippines,026877194,.,INFO@SUNFUSOLUTIONS.NET,.,ABBOTT DIAGNOSTICS KOREA INC.,,South Korea,100.0,109.8,USD,0.5,Kg.,2.0,Kg.,0.0,,41FK11 PANBIO COVID 19 AG RAPID T DEVICE 25T NS 1 EA,1,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8189,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,device,panbio,rapid","{'panbio': 20, 'ag': 4, 'rapid': 4, 'device': 1}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",14.5,11.0,41.33333333333333,484,835,835
153,8206,8207,2021-10-01 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",SUNFU SOLUTIONS INC.,"UNIT 615 CITY AND LAND MEGAPLAZA ADB AVE  ORTIGAS CENTER SAN ANTONIO, PASIG CITY",PH - Philippines,026877194,.,INFO@SUNFUSOLUTIONS.NET,.,ABBOTT DIAGNOSTICS KOREA INC.,,South Korea,600000.0,658494.3,USD,3500.0,Kg.,3556.0,Kg.,0.0,,41FK11 PANBIO COVID 19 AG RAPID T DEVICE 25T NS 6000 EA,16,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8207,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,device,panbio,rapid","{'panbio': 20, 'ag': 4, 'rapid': 4, 'device': 1}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",14.5,11.0,41.33333333333333,484,835,835
154,8234,8235,2021-10-01 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MACARE MEDICALS INC.,"67 A LUNA STREET BRGY BAGUMBUHAY PROJECT 4, QUEZON CITY",PH - Philippines,9135902,.,ACCOUNTING@MACARE-MEDICALS.COM,.,CEPHEID AB,,Sweden,990000.0,1042274.4,USD,3000.0,Kg.,3098.0,Kg.,0.0,,"XPRSARS-COV2-10 KIT,XPRESS,SARS-COV-2,10 TEST",14,PACKAGE,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8235,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,10 | cov2 | cov2 | cov2,{'10': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'} | {'cov2': '1ea'},cepheid,{'cepheid': 20},0.5,20.0,20.0,1273 | 1347 | 1238 | 1372,759,759
155,8251,8252,2021-10-01 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",SUNFU SOLUTIONS INC.,"UNIT 615 CITY AND LAND MEGAPLAZA ADB AVE  ORTIGAS CENTER SAN ANTONIO, PASIG CITY",PH - Philippines,026877194,.,INFO@SUNFUSOLUTIONS.NET,.,ABBOTT DIAGNOSTICS KOREA INC.,,South Korea,200000.0,219500.0,USD,1047.0,Kg.,1086.0,Kg.,0.0,,41FK10 PANBIO COVID 19 AG RAPID T DEVICE 25T NP 2000 EA,6,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8252,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,device,panbio,rapid","{'panbio': 20, 'ag': 4, 'rapid': 4, 'device': 1}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",14.5,11.0,41.33333333333333,484,835,835
156,8343,8344,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOSITE MEDICAL INSTRUMENTS,"512 A MANGA ST JUNA SUBD MATINA, DAVAO CITY",PH - Philippines,0822956420,.,BMII.IMPORT@GMAIL.COM,.,SANSURE BIOTECH INC.,,China,19680.0,23183.8,USD,304.75,Kg.,428.54,Kg.,0.0,,SANSURE NOVEL CORONAVIRUS(2019-NCOV) NUCLEIC ACID DIAGNOSTIC KIT (PCR-FLUORESCENCE PROBING) 24T/KIT (12288 TESTS),30,PACKAGE,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8344,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"diagnostic,nucleic,probing,novel,coronavirus2019,fluorescence,acid","{'diagnostic,nucleic,coronavirus2019,probing,fluorescence,novel,acid': '1ea'}","biotech,sansure | biotech,sansure | biotech,sansure | biotech,sansure","{'sansure': 20, 'biotech': '1ea'} | {'sansure': 20, 'biotech': '1ea'} | {'sansure': 20, 'biotech': '1ea'} | {'sansure': 20, 'biotech': '1ea'}",7.0,21.0,44.0,1412,917 | 987 | 936 | 950,987
157,8367,8368,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA,,Czech Republic,1200.0,1510.2,USD,6.0,Kg.,7.28,Kg.,0.0,,20 KIT BIOCREDIT COVID-19 AG DETECTION KIT,0,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8368,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,biocredit | ag,biocredit","{'biocredit': 20, 'ag': 4} | {'biocredit': 20, 'ag': 4}",,,24.0,0.0,24.0,87 | 1042,,87 | 1042
158,8376,8377,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA,,Czech Republic,1800.0,2265.3,USD,9.0,Kg.,10.92,Kg.,0.0,,30 KIT BIOCREDIT COVID-19 AG DETECTION KIT,0,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8377,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,biocredit | ag,biocredit","{'biocredit': 20, 'ag': 4} | {'biocredit': 20, 'ag': 4}",,,24.0,0.0,24.0,87 | 1042,,87 | 1042
159,8432,8433,2021-09-30 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,SHENZHEN LIFOTRONICS TECHNOLOGY CO LTD,,Hong Kong,3510.0,4217.7,USD,2.6,Kg.,8.0,Kg.,0.0,,26PCS SARS-COV-2 IGM (ELECTROCHEMILUMINESCENCE IMMUNOASSAY) 100T,1,,CIF,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8433,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,igm,{'igm': 4},"co,technology | co,technology | co,technology | co,technology | technology | co | technology | co | technology | technology | co,shenzhen | co","{'co,technology': '1ea'} | {'co,technology': '1ea'} | {'co,technology': '1ea'} | {'co,technology': '1ea'} | {'technology': '1ea'} | {'co': '1ea'} | {'technology': '1ea'} | {'co': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'co,shenzhen': '1ea'} | {'co': '1ea'}",4.0,0.5,4.0,1076,16 | 958 | 959 | 455 | 933 | 520 | 897 | 903 | 384 | 819 | 820 | 956,1076
160,8489,8490,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",HEALTHSOLUTIONS ENTERPRISES INC,"PUROK 8 CAYETANO AVENUE EXTENSION BRGY. LICOD PALINGON, TIPAS, TAGUIG CITY",PH - Philippines,8365858,.,DMVALERA@HEALTHSOLUTIONS.COM.PH,.,CHUNG BONG LTD.,,South Korea,17500.0,18350.0,USD,3.0,Kg.,50.0,Kg.,0.0,,GENEFINDER COVID-19 PLUS REALAMP KIT 25 KITS,1,PACKAGE,EXW,,,,PORT OF CLARK,,,,0,,,,,,,,,,,8490,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"genefinder,plus","{'genefinder': 20, 'plus': '1ea'}",,,21.0,0.0,21.0,926,,926
161,8515,8516,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA,,Czech Republic,600.0,755.1,USD,3.0,Kg.,3.64,Kg.,0.0,,10 KIT BIOCREDIT COVID-19 AG DETECTION KIT,1,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8516,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,biocredit | ag,biocredit","{'biocredit': 20, 'ag': 4} | {'biocredit': 20, 'ag': 4}",,,24.0,0.0,24.0,87 | 1042,,87 | 1042
162,8528,8529,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",PERKIN-ELMER INSTRUMENTS PHILS CORPORATION,"UNIT 409 TO 410 COMMON GOAL TOWER FINANCE COR INDUSTRY ST. MBP ALABANG, MUNTINLUPA CITY",PH - Philippines,8220511,.,KRISTEL.VILLAMAYOR@PERKINELMER.COM,.,PERKINELMER SINGAPORE PTE LTD,,Singapore,89368.0,93420.3,USD,42.0,Kg.,96.0,Kg.,0.0,,COVID-19-PCR-AUS-C PerkinElmer SARS-CoV-2 Real-T - 200PCS,2,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8529,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,perkinelmer,{'perkinelmer': 20},perkinelmer,{'perkinelmer': 20},10.0,20.0,60.0,496,496,496
163,8534,8535,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA,,Czech Republic,24000.0,30203.9,USD,120.0,Kg.,145.6,Kg.,0.0,,400 KIT BIOCREDIT COVID-19 AG DETECTION KIT,0,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8535,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,biocredit | ag,biocredit","{'biocredit': 20, 'ag': 4} | {'biocredit': 20, 'ag': 4}",,,24.0,0.0,24.0,87 | 1042,,87 | 1042
164,8537,8538,2021-09-30 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,SHENZHEN LIFOTRONICS TECHNOLOGY CO LTD,,Hong Kong,3375.0,4055.5,USD,2.5,Kg.,8.0,Kg.,0.0,,25PCS SARS-COV-2 IGG (ELECTROCHEMILUMINESCENCE IMMUNOASSAY) 100T,1,,CIF,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8538,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,igg,{'igg': 4},"co,technology | co,technology | co,technology | co,technology | technology | co | technology | co | technology | technology | co,shenzhen | co","{'co,technology': '1ea'} | {'co,technology': '1ea'} | {'co,technology': '1ea'} | {'co,technology': '1ea'} | {'technology': '1ea'} | {'co': '1ea'} | {'technology': '1ea'} | {'co': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'co,shenzhen': '1ea'} | {'co': '1ea'}",4.0,0.5,4.4,1075,16 | 958 | 959 | 455 | 933 | 520 | 897 | 903 | 384 | 819 | 820 | 956,1206
165,8543,8544,2021-09-30 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SAFEGUARD DNA DIAGNOSTIC INC,.,PH - Philippines,.,.,.,.,BIOVENDOR-LABORATORNI MEDICINA,,Czech Republic,2400.0,3020.4,USD,12.0,Kg.,14.56,Kg.,0.0,,40 KIT BIOCREDIT COVID-19 AG DETECTION KIT,0,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8544,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,biocredit | ag,biocredit","{'biocredit': 20, 'ag': 4} | {'biocredit': 20, 'ag': 4}",,,24.0,0.0,24.0,87 | 1042,,87 | 1042
166,8611,8612,2021-09-29 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ALLIED HOSPITAL SUPPLY INT'L. CORPORATION,"NO 6 LEONARD WOOD LOOP, BAGUIO CITY",PH - Philippines,0744425407,.,ANNE_MARIE_PH@YAHOO.COM,.,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,100000.0,117498.8,USD,2452.5,Kg.,2767.0,Kg.,0.0,,COVID 19 AG RAPID T DEVICE 25T NP,14,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8612,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"rapid,ag | rapid,ag | ag,rapid","{'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4} | {'ag': 4, 'rapid': 4}","abbott,korea,diagnostics","{'abbott': 20, 'diagnostics,korea': '1ea'}",8.0,11.0,26.5,549 | 1122 | 156,835,835
167,8638,8639,2021-09-29 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,BODITECH MED INC,,South Korea,75.0,113.1,USD,6.18,Kg.,6.59,Kg.,0.0,,15PCS AFIAS COVID-19 AG 24T/BOX,3,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8639,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"ag,afias | ag,afias","{'afias': 20, 'ag': 4} | {'afias': 20, 'ag': 4}","med,boditech | med,boditech","{'boditech': 20, 'med': '1ea'} | {'boditech': 20, 'med': '1ea'}",12.0,21.0,52.0,29 | 28,30 | 329,30
168,8643,8644,2021-09-29 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,991.3,1054.6,USD,1.09,Kg.,3.24,Kg.,0.0,,09216928190 ANTI-SARS-COV-2 PC ELECSYS,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8644,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"elecsys,anti","{'elecsys': 20, 'anti': 20}","roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh","{'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'}",40.0,25.0,90.0,777,893 | 911 | 914,893 | 911
169,8651,8652,2021-09-29 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,1221.9,1299.9,USD,1.35,Kg.,3.99,Kg.,0.0,,09289267190 ANTI-SARS-COV-2 S ELECSYS COBAS E 200,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8652,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"elecsys,anti","{'elecsys': 20, 'anti': 20}","roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh","{'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'}",40.0,25.0,90.0,777,893 | 911 | 914,893 | 911
170,8654,8655,2021-09-29 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,8963.2,9680.3,USD,8.98,Kg.,30.6,Kg.,0.0,,09203095190 ANTI-SARS-COV-2 ELECSYS COBAS E 200,6,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,8655,Trade Atlas - 01-03-2022 - File ID 4526923411.xlsx,"elecsys,anti","{'elecsys': 20, 'anti': 20}","roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh","{'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'}",40.0,25.0,90.0,777,893 | 911 | 914,893 | 911
