,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
397,397,12233,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,SHENZHEN LIFOTRONIC TECHNOLOGY,,China,133302.08,0.0,USD,0.0,,0.0,,5460.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ANTIGEN GICA 25TESTKIT QTY5460 KITS 136500 TEST,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,398,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,44 | 187,antigen | antigen,"{'antigen': 4, '': '1ea'} | {'antigen': 4, '': '1ea'}",0.5714285714285714,435,"shenzhen,technology",,0.8333333333333333,806
398,398,12234,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCTS.,Karachi,PK - Pakistan,.,.,.,.,APPLIED BIOLOGICAL MATERIALS,,Canada,3.96,0.0,USD,0.0,,0.0,,5.0,KG,GenomeCoV19 Detection Kit PCR         ALL ABOVE ARE LABORATORY PCR CONSUMABLES USE FOR COVID 19 TEST QTY5.00KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,399,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,328 | 925 | 1295 | 245 | 164 | 1020 | 433 | 968 | 251 | 1352 | 546 | 952 | 1035 | 1133 | 150 | 1070 | 362 | 1442 | 1021,"detection | detection | 19,detection | detection | detection | detection | detection | detection | detection | detection | detection | pcr | pcr | detection | detection | detection | detection | pcr | detection","{'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '19': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'pcr': '1ea'} | {'pcr': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'pcr': '1ea'} | {'detection': 1, '': '1ea'}",1.0,1151,"applied,biological",,0.16666666666666666,1151
399,399,12238,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HI-TECH SCIENTIFIC INTERNATIONAL.,Rawalpindi,PK - Pakistan,.,.,.,.,NANJING VAZYME MEDICAL TECHNOLOGY CO LTD,,China,300.0,0.0,USD,0.0,,0.0,,30.0,KG,2 COVID19 RTPCR KITS  REF CD30202  LOT 7E581F1  MFG 18062021  EXP 17062022 QTY  100 TESTS  WEIGHT 30 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,400,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,930 | 208,100 | 100,{'100': '1ea'} | {'100': '1ea'},4.0,852,"vazyme,medical,technology,nanjing",,0.0,
400,400,12266,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BIBBY SCIENTIFIC MEA,,Cyprus,12953.47,0.0,USD,0.0,,0.0,,20.0,KG,GENESIG REAL TIME PCR COVID19 KIT 96 REACTION 20 KITS NO.ZPATHCOVID19CE,0.0,,,,,,KPAF,,BABA IMPEX,,0.0,,,,,,,,,,,401,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,211 | 1095 | 1314 | 923 | 651 | 1057,"time,real | time,real | 96 | time,real | pcr,time,real | pcr,time,real","{'time,real': '1ea'} | {'time,real': '1ea'} | {'96': '1ea'} | {'time,real': '1ea'} | {'pcr,time,real': '1ea'} | {'pcr,time,real': '1ea'}",0.5,550 | 319,scientific | scientific, | ,0.041666666666666664,712
401,401,12267,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ALLIED BUSINESS SYSTEM,RAWALPINDI,PK - Pakistan,.,.,.,.,GETEIN BIOTECH INC,,China,2057.5,0.0,USD,0.0,,0.0,,26.0,KG,ONE STEP TEST SARSCOV 2 ANTIGEN COLOOIDAL GOLD TOTAL 1500 KITS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,402,Pakistan Trade Atlas All 2021 HS 382200.csv,10.0,1281 | 1400,"step,one | step,one","{'step_one': 20, '': '1ea'} | {'step_one': 20, '': '1ea'}",2.0,817,"getein,biotech",,8.4,817
402,402,12268,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BIBBY SCIENTIFIC MEA,,Cyprus,1925.9,0.0,USD,0.0,,0.0,,2.0,KG,PRIMER DESIGN PROMAT COVID19 Q16 KITS 02 KITS NOD00068,0.0,,,,,,KPAF,,BABA IMPEX,,0.0,,,,,,,,,,,403,Pakistan Trade Atlas All 2021 HS 382200.csv,0.1111111111111111,1011,primer,{'primer': '1ea'},0.5,550 | 319,scientific | scientific, | ,0.0,
403,403,12274,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES,"OFFICE#1, 1ST FLOOR, ABC PLAZA, COMMERCIAL CENTER SATELLITE TOWN, RAWALPINDI-PAKISTAN.",PK - Pakistan,.,.,.,.,GENEEPROOF AS,,Czech Republic,19044.53,0.0,USD,0.0,,0.0,,42.0,KG,Diagnostic Reagent SARSCoV2 Coronavirus PCR Test Kits,0.0,,,,,,LPAF,,RAFAQIBS ENTERPRISES,,0.0,,,,,,,,,,,404,Pakistan Trade Atlas All 2021 HS 382200.csv,2.0,1399,reagent,"{'reagent': 4, '': '1ea'}",0.3333333333333333,567,as,,0.0,
404,404,12282,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,31270.75,0.0,USD,0.0,,0.0,,5.0,KG,"ARTUS SARSCOV2 PREPAMP UM KIT 768 QTY5 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,405,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273,10,{'10': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.08333333333333333,986
405,405,12285,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CARE SCIENTIFIC,LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN UNI MEDICA TECHNOLOGY CO LTD,,Spain,1531.02,0.0,USD,0.0,,0.0,,25.0,KG,DIAGNOSTIC COVID 19 PCR  AND VIRAL RNA EXTRACTION TEST KITS AS PER INVOICE,0.0,,,,,,LPAF,,,,0.0,,,,,,,,,,,406,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5714285714285714,959,"and,rna,extraction,viral","{'viral': 1, 'and,rna,extraction': '1ea'}",0.8,16 | 958 | 959 | 455 | 820,"co,technology | co,technology | co,technology | co,technology | co,shenzhen", |  |  |  | ,0.45714285714285713,959
406,406,12287,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,301804.76,0.0,USD,0.0,,0.0,,1058.0,KG,9N7890 RT PCR DNA SARS COV2 AMP KIT FOR M ALINITY  130 KIT COMBINED WITH ALL CONSUMBLES 9N26019NO9N260211NO9N2610105NO9N26123NO9N49101NO9N200152NO9N120124NO9N2003,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,407,Pakistan Trade Atlas All 2021 HS 382200.csv,6.666666666666667,39,amp,"{'amp': 20, '': '1ea'}",0.8,484,"abbott,gmbh",,2.2222222222222223,39
407,407,12295,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",RAZA ENTERPRISES,19 C KARACHI MARKET KHYBER BAZAR PESHAWAR.,PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LTD,,China,2450.0,0.0,USD,0.0,,0.0,,245.0,KG,COVID19I.C.T ANTIGEN RAPID TEST CASSETTESWAB 20 TEST KITS1 I.C.T COVID19 ANTIGEN RAPID TESTSWAB LOT NOATCOV21080207 EXP DT082023.BRAND ALL TEST ORIGIN CHINA QTY750 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,408,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,44 | 187 | 171 | 209 | 550 | 1173 | 618 | 648 | 1245 | 613 | 1243 | 643 | 1074 | 185,"antigen | antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen | rapid,antigen","{'antigen': 4, '': '1ea'} | {'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'} | {'rapid': 4, 'antigen': 4, '': '1ea'}",3.0,190 | 180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 861 | 151 | 599 | 221 | 317,"hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech", |  |  |  |  |  |  |  |  |  |  |  |  | ,6.0,178 | 221
408,408,12296,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,598.17,0.0,USD,0.0,,0.0,,10.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 QTY 10 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,409,Pakistan Trade Atlas All 2021 HS 382200.csv,2.0,1253 | 84 | 1280 | 516 | 318 | 41 | 508 | 46 | 1017 | 51 | 582 | 921 | 682 | 1001 | 996 | 1015 | 637,assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay,"{'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'}",2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.05,425
409,409,12305,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MATS INTERNATIONAL.,"OFFICE NO 1 GROUND FLOOR AMNA PLAZA, MAIN PESHAWAR ROAD, RAWALPINDI.",PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LTD,,China,16000.0,0.0,USD,0.0,,0.0,,158.0,KG,COVID 19 ANTIGEN RAPID TEST NASOPHARYNGEAL SWAB 20TEST  KIT IVD  REF NO.INCPAC0502  LOT NO. COV21080165AC0  EXP 082023  BRAND JUSCHEK  ORIGIN USA  QTY10000 TEST WEIGHT 158 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,410,Pakistan Trade Atlas All 2021 HS 382200.csv,7.2,828,"rapid,antigen,swab,nasopharyngeal,juschek","{'juschek': 20, 'rapid': 4, 'antigen': 4, 'swab': 4, 'nasopharyngeal': 4, '': '1ea'}",3.0,190 | 180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 861 | 151 | 599 | 221 | 317,"hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech | hangzhou,alltest,biotech", |  |  |  |  |  |  |  |  |  |  |  |  | ,9.600000000000001,181
410,410,12308,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,226.39,0.0,USD,0.0,,0.0,,2.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 QTY2 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,411,Pakistan Trade Atlas All 2021 HS 382200.csv,2.0,1253 | 84 | 1280 | 516 | 318 | 41 | 508 | 46 | 1017 | 51 | 582 | 921 | 682 | 1001 | 996 | 1015 | 637,assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay,"{'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'}",2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.05,425
411,411,12323,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,1823.06,0.0,USD,0.0,,0.0,,5.0,KG,DIAGNOSTICS REAGNETSARTUS CTNG QSRGQ KIT 96 CE QTY 5 PCS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,412,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1314,96,{'96': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
412,412,12327,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,322.05,0.0,USD,0.0,,0.0,,3.0,KG,9N7880 SARSCOV2 CTL KIT FOR ALINITY M3 KITFOC,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,413,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,32 | 33,alinity | alinity,{'alinity': '1ea'} | {'alinity': '1ea'},0.8,484,"abbott,gmbh",,0.25,32 | 33
413,413,12513,29-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,280.8,0.0,USD,0.0,,0.0,,5.0,KG,SARS COV2 ANTIGEN CONTROL QTY 5 PCS BATCH NO CT3520111 MFG DT 251120 EXP DT 8522 EXP DT 8522,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,414,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,44 | 187,antigen | antigen,"{'antigen': 4, '': '1ea'} | {'antigen': 4, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,4.0,256 | 643
414,414,12588,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2122.68,0.0,USD,0.0,,0.0,,21.0,KG,ARC  SARSCOVID2  IGM OUS ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,415,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1076,igm,"{'igm': 4, '': '1ea'}",1.8,484,"abbott,diagnostics,gmbh",,1.0,769 | 772
415,415,12592,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,OCEANIC INTL LOGISTIC HK LTD,,China,35126.56,0.0,USD,0.0,,0.0,,1106.0,KG,Nucleic Acid Extraction Reagent Real Time PCR Kit for NovelCoronavirus 2019nCoV,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,416,Pakistan Trade Atlas All 2021 HS 382200.csv,2.0,1399,reagent,"{'reagent': 4, '': '1ea'}",0.14285714285714285,435,hk,,0.0,
416,416,12593,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2527.0,0.0,USD,0.0,,0.0,,50.0,KG,ARC  SARSCOVID2   IGM  100T OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,417,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1076,igm,"{'igm': 4, '': '1ea'}",1.8,484,"abbott,diagnostics,gmbh",,1.0,769 | 772
417,417,12601,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2  CAL OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,418,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.8,484,"abbott,diagnostics,gmbh",,0.0,
418,418,12605,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,10560.0,0.0,USD,0.0,,0.0,,64.0,KG,"ALPHA IVD COVID19 SAMPLING AND VIRAL RNA EXTRACTION KIT 150 EXTRACTIONSBOX LOTBCTT008 EXP052023 ,,,, QTY 64 KITS ,,,",0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,419,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5714285714285714,959,"and,rna,extraction,viral","{'viral': 1, 'and,rna,extraction': '1ea'}",0.0,,,,0.0,
419,419,12615,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCHAZOO SPL CONSUMER HEALTHCARE,71-B C/2 GULBERG-III LAHORE LAHORE GULBERG TOWN,PK - Pakistan,.,.,.,.,GT MOLECULAR,,United States,260400.0,0.0,USD,0.0,,0.0,,162.0,KG,COVID19 REAL TIME PCR ASSAY TEST KIT..... DETAIL AS UNDER.... ITEM NAME RTq PCR  SARSCOV2  VARIANTS OF CONCERN MUTATIONAL SIGNATURE ASSAY KIT  200 RXNSS  CAT NO.100180  MFG D,0.0,,,,,,LPAF,,WASEEM ENTERPRISES (ONE-COUNTRY),,0.0,,,,,,,,,,,420,Pakistan Trade Atlas All 2021 HS 382200.csv,2.0,1253 | 84 | 1280 | 516 | 318 | 41 | 508 | 46 | 1017 | 51 | 582 | 921 | 682 | 1001 | 996 | 1015 | 637,assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay,"{'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'} | {'assay': 4, '': '1ea'}",0.5,916 | 17 | 18 | 32 | 33 | 975 | 672 | 434,molecular | molecular | molecular | molecular | molecular | molecular | molecular | molecular, |  |  |  |  |  |  | ,0.6666666666666666,916
420,420,12627,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2  CAL OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,421,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.8,484,"abbott,diagnostics,gmbh",,0.0,
421,421,12629,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BIOACTIVA DIAGNOSTICA,,Germany,7.67,0.0,USD,0.0,,0.0,,1.0,KG,"DIAGNOSTICS REAGENTSPHOENIX DX COVID19 VOC 4PLEX A 96TEST QTY1 KIT  FREE OF CHARGE SAMPLE EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPFI,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,422,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1303,dx,{'dx': '1ea'},0.5,225 | 341,diagnostica | diagnostica, | ,0.0,
422,422,12631,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,130892.15,0.0,USD,0.0,,0.0,,500.0,KG,BOSPHORE NOVEL CORONAVIRUS 2019VCOV DETECTION KIT V4 100RXNBOX QTY 500,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,423,Pakistan Trade Atlas All 2021 HS 382200.csv,0.75,1326 | 1327 | 461,"novel,coronavirus,detection | novel,coronavirus,detection | novel,coronavirus,detection","{'detection': 1, 'novel,coronavirus': '1ea'} | {'detection': 1, 'novel,coronavirus': '1ea'} | {'detection': 1, 'novel,coronavirus': '1ea'}",0.0,,,,0.0,
