no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
4249,2021-07-08 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,395.0,EUR,0.0,,0.0,,5.0,NOS,EP-Y0001072_LOSARTAN IMPURITY D CRS(10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,980,India 2021-version9-tiers.csv
4264,2021-07-08 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001062_LOSARTAN POTASSIUM CRS(50 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,981,India 2021-version9-tiers.csv
4318,2021-07-08 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,982,India 2021-version9-tiers.csv
4321,2021-07-08 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001076_LOSARTAN FOR SYSTEM SUITABILITY CRS(0.002 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,983,India 2021-version9-tiers.csv
4400,2021-07-08 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. THE UNITED STATES PHARMACOPEIA,"L CONVENTION, INC 12601, TWINBROOK PARKWAY, ROCKVILLE, MD 20852 0 UNITED STATES",United States,0.0,2082.0,USD,0.0,,0.0,,10.0,NOS,USP-1643419_TELMISARTAN -(200 MG) -(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,984,India 2021-version9-tiers.csv
4445,2021-07-08 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,985,India 2021-version9-tiers.csv
4582,2021-07-08 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0000648_TELMISARTAN (30 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,986,India 2021-version9-tiers.csv
4616,2021-07-07 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC(DX,,United States,0.0,80.0,USD,0.0,,0.0,,15.0,PCS,"U/P.F.NO. S/3-GEN-244/19-20/ACC GR-II DTD, 09/07/2019CENTAURCOV2AG QC KIT 11207868 (DIAGNOSTIC REAGE",0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,987,India 2021-version9-tiers.csv
4701,2021-07-07 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC(DX,,United States,0.0,48.0,USD,0.0,,0.0,,15.0,PCS,"U/P.F.NO. S/3-GEN-244/19-20/ACC GR-II DTD, 09/07/2019) CENTAUR COV2AG CAL 2PK 11208047 (DIAGNOSTIC R",0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,988,India 2021-version9-tiers.csv
4806,2021-07-07 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC(DX,,United States,0.0,32.0,USD,0.0,,0.0,,10.0,PCS,"U/P.F.NO. S/3-GEN-244/19-20/ACC GR-II DTD, 09/07/2019) ATELLICA IM COV2Ag CAL 2PK 11208048 (DIAGNOST",0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,989,India 2021-version9-tiers.csv
4973,2021-07-07 03:00:00,38220019,Other,MYLAB DISCOVERY SOLUTIONS PRIVATE LIMITED,.,IN - India,.,.,.,.,NATIONAL INSTITUTE FOR BIOLOGICAL STANDARD AND CON,,United Kingdom,0.0,51.0,GBP,0.0,,0.0,,1.0,NOS,20/190 SARS-COV-2 PANEL (1 EA),0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,990,India 2021-version9-tiers.csv
5060,2021-07-07 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC(DX,,United States,0.0,51.0,USD,0.0,,0.0,,10.0,PCS,"U/P.F.NO. S/3-GEN-244/19-20/ACC GR-II DTD, 09/07/2019)ATELLICA IM CoV2Ag QC KIT 11207863 (DIAGNOSTIC",0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,991,India 2021-version9-tiers.csv
5395,2021-07-06 03:00:00,38220090,Other,AMAR IMMUNODIAGNOSTICS PVT.LTD,"116, Shree Diamond Centre, L.B.S.Marg, Vikhroli (W)",IN - Mumbai Maharashtra,25781685,25781685,amardiag@bom3.vsnl.net.in,.,EUROFINS GENESCAN TECHNOLOGIES GMBH,,Germany,0.0,1015.0,EUR,0.0,,0.0,,7.0,NOS,5728200705 VIRSEEK SARS-COV-2 IDENT 2 REAL-TIME RT-PCR IDENTIFICATION KIT FOR DETECTION OF RDRP-GENE,0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,992,India 2021-version9-tiers.csv
5398,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001076_LOSARTAN FOR SYSTEM SUITABILITY (0.002 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,993,India 2021-version9-tiers.csv
5431,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,994,India 2021-version9-tiers.csv
5442,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,47992.0,USD,0.0,,0.0,,191970.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021575,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,995,India 2021-version9-tiers.csv
5474,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,996,India 2021-version9-tiers.csv
5479,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,2000.0,USD,0.0,,0.0,,8000.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021548,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,997,India 2021-version9-tiers.csv
5490,2021-07-06 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. THE UNITED STATES PHARMACOPEIA,"L CONVENTION, INC 12601, TWINBROOK PARKWAY, ROCKVILLE, MD 20852 0 UNITED STATES",United States,0.0,2537.0,USD,0.0,,0.0,,3.0,NOS,USP-1708773_VALSARTAN RELATED COMPOUND A -(10 MG) -(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,998,India 2021-version9-tiers.csv
5505,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,999,India 2021-version9-tiers.csv
5523,2021-07-06 03:00:00,38220090,Other,BIOLINKK,"1160/8, First Floor, Naiwala, Karol Bagh,",IN - New Delhi,.,.,biolinkk@gmail.com,.,ZYMO RESEARCH CORPORATION,,United States,0.0,5.0,USD,0.0,,0.0,,5.0,NOS,D4001S ZYMOCLEAN GEL DNA RECOVERY KIT(10 PREPS) LOT # ZRC204790 (LAB REAGENT FOR RESEARCH USE ONLY),0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1000,India 2021-version9-tiers.csv
5544,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,22000.0,USD,0.0,,0.0,,88000.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021563,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1001,India 2021-version9-tiers.csv
5551,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,26000.0,USD,0.0,,0.0,,104000.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021574,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1002,India 2021-version9-tiers.csv
5576,2021-07-06 03:00:00,38220019,Other,INSTITUTE OF LIFE SCIENCES.,University Of Hyderabad Campusgachibowli,IN - Hyderabad.Ap,.,.,info@drils.org,www.drils.org,"MILTENYI BIOTEC ASIA PACIFIC PTE.LTD, ",,Germany,0.0,304.0,SGD,0.0,,0.0,,1.5,KGS,PEPTIVATOR SARS-COV-2 PROT S B.1.351 MUTATION POOL # RESEARCH GRADE 6 NMO1 (LABORATORY RE-AGENT FOR,0,,,,,,KOLKATA ACC (INCCU4),,,,0,,,,,,,,,,,1003,India 2021-version9-tiers.csv
5596,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,32000.0,USD,0.0,,0.0,,128000.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021573,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1004,India 2021-version9-tiers.csv
5599,2021-07-06 03:00:00,38220019,Other,THERMO FISHER SCIENTIFIC INDIA PRIVATE LIMITED,"403-404, B Wing, Delphi, Hiranandani Business Park, Powai, 400072","IN - Mumbai, Maharashtra, India","67162200, 67162244",.,arvind.sonawane@thermofisher.com,www.thermofisher.com,MESA BIOTECH INC,,United States,0.0,196000.0,USD,0.0,,0.0,,400.0,NOS,(COV4100 - NI) Accula SARS-CoV-2 25 Test Kit (DIAGNOSTIC KITS),0,,,,,,HYDERABAD ACC (INHYD4),,,,0,,,,,,,,,,,1005,India 2021-version9-tiers.csv
5606,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,1006,India 2021-version9-tiers.csv
5636,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,1007,India 2021-version9-tiers.csv
5686,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,1008,India 2021-version9-tiers.csv
5702,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0001388_CANDESARTAN CILEXETIL (60 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,1009,India 2021-version9-tiers.csv
5748,2021-07-06 03:00:00,38220090,Other,PREMAS LIFE SCIENCES PRIVATE LIMITED,"Plot No.153, Okhla Industrial Area, Phase-Iii New Delhi, Na",IN - India,.,.,pawangupta007@ymail.com,.,GENSCRIPT BIOTECH (SINGAPORE)PTE. LTD.,,China,0.0,21600.0,USD,0.0,,0.0,,50.0,NOS,L00847-A LABORATORY REAGENT SRAS-COV-2 SURROGATE VIRUS NEUTRALIZATION TEST KIT (LAB REAGENT FOR RESE,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1010,India 2021-version9-tiers.csv
5812,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0001388_CANDESARTAN CILEXETIL (60 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,1011,India 2021-version9-tiers.csv
5827,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001424_OLMESARTAN MEDOXOMIL FOR SYSTEM SUITABILITY (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,1012,India 2021-version9-tiers.csv
5863,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,1013,India 2021-version9-tiers.csv
5879,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001424_OLMESARTAN MEDOXOMIL FOR SYSTEM SUITABILITY (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,1014,India 2021-version9-tiers.csv
5882,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,12000.0,USD,0.0,,0.0,,48000.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021551,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1015,India 2021-version9-tiers.csv
5912,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,1016,India 2021-version9-tiers.csv
5945,2021-07-06 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,316.0,EUR,0.0,,0.0,,4.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,1017,India 2021-version9-tiers.csv
5958,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,29485.0,USD,0.0,,0.0,,117940.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021564,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1018,India 2021-version9-tiers.csv
5987,2021-07-06 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. THE UNITED STATES PHARMACOPEIA,"L CONVENTION, INC 12601, TWINBROOK PARKWAY, ROCKVILLE, MD 20852 0 UNITED STATES",United States,0.0,2537.0,USD,0.0,,0.0,,3.0,NOS,USP-1708773_VALSARTAN RELATED COMPOUND A -(10 MG) -(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,CHENNAI SEA (INMAA1),,,,0,,,,,,,,,,,1019,India 2021-version9-tiers.csv
5999,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,81618.0,USD,0.0,,0.0,,326470.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021572,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1020,India 2021-version9-tiers.csv
6002,2021-07-06 03:00:00,38220090,Other,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii, 122001",IN - Gurgaon,0124-4540907,.,allen@sdbiosensor.com,www.sdbiosensor.com,SD BIOSENSOR INC.,,South Korea,0.0,11318.0,USD,0.0,,0.0,,45270.0,NOS,DIAGNOSTIC BUFFER SOLUTION (COMPONENT OF COVID-19 KIT) LOT NO. STEB1021565,0,,,,,,DELHI AIR CARGO ACC (INDEL4),,,,0,,,,,,,,,,,1021,India 2021-version9-tiers.csv
