level_0,index,NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS,SOURCE_DATA_ROW,SOURCE_FILE_NAME,T,TES,TEST,BOX,CASSETTES,RXN,RNX,REACTION,KIT,PCS,PCE,STRIP,PDC,PDC_SPLIT,words,refined_words,REQUIRES_MANUAL_VERIFICATION,test_quantity,test_quantity_final,Auto_Data_Quality_index,Test_Type,Date,USD,IDR,JPY,CNY,AUD,GBP,EUR,SGD,VND,IMPORT_VALUE_CIF_USD,VOLUME1_PCE,VOLUME2_BOX,PER_PCE_GROSS_WEIGHT,PER_BOX_GROSS_WEIGHT,PER_PCE_NET_WEIGHT,PER_BOX_NET_WEIGHT,PER_PCE_UNIT_PRICE,PER_BOX_UNIT_PRICE,NEW_QUANTITY_UNIT,EQUAL_VOLUMES,PCE_NET_WEIGHT_CHECK,PCE_GROSS_WEIGHT_CHECK,BOX_NET_WEIGHT_CHECK,BOX_GROSS_WEIGHT_CHECK,PCE_PRICE_CHECK,BOX_PRICE_CHECK,DQI,QUANTITY_UNIT_FINAL,PCE_COUNT_IGNORE,BOX_COUNT_IGNORE,PDC_NEW_DF,MERGE_KEY,Count Data,Source: GF,Source: Path,Type of Test,Unique Identifier,Merged Unique ID,Manufacturer Product Catalogue number,"Product Name
(IVD product)",Product name- Special characters removed,product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Manufacturer HQ location- PATH,Manufactuer location- ADP ,Consolidated HQ Manufacturer Location [Info from Column I and J] (PATH Manufactuer HQ & ADP Manufacturer HQ),Phase ,Total SRA Criteria Eligibility ,Comments ,CE-IVD ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,IFU Link , IFU link Combined sources [Info from Column P&Q] (IFU links from ADP COVID-19 DPR & PATH),"Global Fund-Reference price per pack EXW, USD",ADP- Indicative purchase pricing (per test),"Global Fund- Reference price per test EXW, USD",Consolidated price per test (Global Fund- Reference price per test + ADP- Indicative purchase pricing (per test),Pakistan Merged ID,India Merged ID,Indonesia Merged ID,South Africa Merged ID,Philippines Merged ID,SRA Approval,PDC_NEW_MRL,product_match,MATCH_PERCENT,MRL_CHECK,DQI_FINAL,UNIQUE_ID_PULL,UNIT_PRICE_MATCH,REFERENCE_DETAIL_CLEAN,REFERENCE_DETAIL_MATCH
770,770,6295,2021-06-04 03:00:00,38220090,Lain-lain,PT. JAFAREL MEDIATICS,"JL. KENDAL NO.6 A, KEL. MENTENG. KEC,MENTENG, JAKARTA PUSAT",ID - Indonesia,.,.,.,.,"XIAMEN BOSON BIOTECH CO.,LTD","90-94 TIANFENG ROAD,JIMEI NORTH INDUSTRIAL PARK",China,0.0,17890.0,USD,159.0,Kg.,159.0,Kg.,10.0,PCE,"DALF BN SARS-COV-2 ANTIGEN DROP TEST, KEMASAN DUS, ISI 20 DAN 25 TES BAIK & BARU",0,PK,0,0,0,0,SOEKARNO-HATTA (U),XIAMEN,CHINA AIRLINES,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DALF BN SARS ANTIGEN DROP TEST KEMASAN DUS ISI 20 DAN 25 TES BAIK BARU,"['DALF', 'BN', 'SARS', 'ANTIGEN', 'DROP', 'TEST', 'KEMASAN', 'DUS', 'ISI', '20', 'DAN', '25', 'TES', 'BAIK', 'BARU']","['20', '25']","['20', '25']",1,"['20', '25']",,Keyword and Two Values are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-04,1.0,6.98e-05,0.0090839,0.1560111,0.7666948,1.4140271,1.2116806,0.7528987,4.34e-05,17890.0,10.0,,15.9,,15.9,,1789.0,,[],0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,DALF BN SARSCOV2 ANTIGEN DROP TEST KEMASAN DUS ISI 20 DAN 25 TES BAIK BARU,336,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
776,776,6573,2021-06-03 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BIOTEK INTI KORPORINDO,"JL. GAJAH MADA NO. 3-5, KOMPLEK DUTA MERLIN BLOK D11-13, JAKARTA PUSAT",ID - Indonesia,.,.,.,.,RAPIGEN INC.,"3~F4,16 LS-RO,91 BEON-GIL,DONGAN-GU,ANYANG-SI,GYEO",South Korea,0.0,120845.32,USD,760.5,Kg.,837.0,Kg.,52000.0,PCE,BIOCREDIT COVID-19 AG -,65,CT,0,0,0,0,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,GARUDA INDONESIA,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BIOCREDIT AG ,"['BIOCREDIT', 'AG']",[],[],,[],1.0,No Keyword present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-03,1.0,7e-05,0.0091077,0.1564235,0.771724,1.4178364,1.218769,0.7550589,4.34e-05,120845.32,52000.0,52000.0,0.016096153846153847,0.016096153846153847,0.014625,0.014625,2.323948461538462,2.323948461538462,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,PCE,3,0,BIOCREDIT COVID19 AG ,337,21.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,89.0,89,,BIOCREDIT COVID-19 Ag Test Nasal,BIOCREDITCOVID19AgTestNasal,biocredit  ag  nasal,nan,RapiGEN Inc.,rapigen,Republic of Korea,,Republic of Korea,Test approved by one or more regulatory bodies,,,,False,False,False,False,False,https://www.fda.gov/media/144574/download,https://www.fda.gov/media/144574/download,,,,,,,,,,,,BIOCREDIT COVID19 AG ,BIOCREDIT COVID19 AG TEST NASAL,0.8076923076923077,1,100,89.0,,,0
777,777,6601,2021-06-03 03:00:00,38220090,Lain-lain,PT. GRACIA VISI PRATAMA,"JL.ARTERI SUKARNO HATTA NO.8.A,KEL.TLOGOSARI KULON,KEC.PEDURUNGAN",ID - Indonesia,.,.,.,.,"AUTOBIO DIAGNOSTICS CO,. LTD",NO. 87 JINGBEIYI RD. NATIONAL  ECO & TECH DEVELOPI,China,0.0,1460.42,USD,3.91,Kg.,58.0,Kg.,15.0,SET,SARS-COV-2 IGG II CLIA MICROPARTICLES,0,CT,0,0,0,0,SOEKARNO-HATTA (U),ZHENGZHOU,CX,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS IGG II CLIA MICROPARTICLES,"['SARS', 'IGG', 'II', 'CLIA', 'MICROPARTICLES']",[],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-06-03,1.0,7e-05,0.0091077,0.1564235,0.771724,1.4178364,1.218769,0.7550589,4.34e-05,1460.42,15.0,15.0,3.8666666666666667,3.8666666666666667,0.26066666666666666,0.26066666666666666,97.36133333333333,97.36133333333333,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,SARSCOV2 IGG II CLIA MICROPARTICLES,338,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
778,778,6619,2021-06-03 03:00:00,38220090,Lain-lain,PT. TAISHAN ALKES INDONESIA,SEDAYU SQUARE D-7 KEL.CENGKARENG BARAT KEC.CENGKARENG KOTA ADM JAKARTA,ID - Indonesia,.,.,.,.,HANGZHOU YUEDIXIN TRADING CO LTD,ROOM 722 BUILDING 1 TAOTIANDI BUSINESS BUILDING JI,China,0.0,55186.91,USD,1314.56,Kg.,4318.0,Kg.,499200.0,PCE,"COVID-19 ANTIGEN RAPID TEST CASSETTE , REAGENT",0,PK,0,0,0,0,SOEKARNO-HATTA (U),XIAMEN,EVA AIRLINES,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ANTIGEN RAPID TEST CASSETTE REAGENT,"['ANTIGEN', 'RAPID', 'TEST', 'CASSETTE', 'REAGENT']",[],[],1,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-03,1.0,7e-05,0.0091077,0.1564235,0.771724,1.4178364,1.218769,0.7550589,4.34e-05,55186.91,499200.0,499200.0,0.008649839743589743,0.008649839743589743,0.002633333333333333,0.002633333333333333,0.11055070112179488,0.11055070112179488,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,COVID19 ANTIGEN RAPID TEST CASSETTE REAGENT,339,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
779,779,6665,2021-06-03 03:00:00,38220090,Lain-lain,PT. BERKAT MULIA SIPOLIN,JL. H.MIDI II NO.6 RT.005 RW.002 KEL.LIMO KEC.LIMO KOTA DEPOK,ID - Indonesia,.,.,.,.,"HANGZHOU CLONGENE BIOTECH CO.,LTD.","NO1 YICHUANG ROAD,YUHANG SUB-DISTRICT,YUHANG DISTR",China,0.0,138187.5,USD,600.0,Kg.,638.15,Kg.,50000.0,PCE,SKY TEST COVID-19 ANTIGEN RAPID TEST CASSETTE BAIK/BARU,0,CT,0,0,0,0,TANJUNG PRIOK,SHANGHAI,AS COLUMBIA,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SKY TEST ANTIGEN RAPID TEST CASSETTE BAIKBARU,"['SKY', 'TEST', 'ANTIGEN', 'RAPID', 'TEST', 'CASSETTE', 'BAIKBARU']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-03,1.0,7e-05,0.0091077,0.1564235,0.771724,1.4178364,1.218769,0.7550589,4.34e-05,138187.5,50000.0,50000.0,0.012763,0.012763,0.012,0.012,2.76375,2.76375,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,PCE,3,0,SKY TEST COVID19 ANTIGEN RAPID TEST CASSETTE BAIKBARU,340,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
780,780,6682,2021-06-03 03:00:00,38220090,Lain-lain,PT. MAKMUR BERKAH SEHAT,KOMPLEK PERGUDANGAN & INDUSTRI SAFE BLOK A 1278 SIDOARJO JAWA TIMUR,ID - Indonesia,.,.,.,.,ICONIC ASIA COMPANY LIMITED,"ROOM 1401, 14/F, CHUNG YING BUILDING, 20 COONAUGHT",Hong Kong,0.0,10000.0,USD,209.0,Kg.,228.0,Kg.,500.0,NMP,SARS-COV-2 ANTIGENTEST KIT FOR NASOPHARYNGEAL SWAB (COLODIAL GOLD) 25 TEST / KIT ( 12.500 PCE),17,CT,0,0,0,0,SOEKARNO-HATTA (U),SHENZHEN,CHINA SOUTHERN AI,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,SARS ANTIGENTEST KIT FOR NASOPHARYNGEAL SWAB COLODIAL GOLD 25 TEST KIT 12500 PCE,"['SARS', 'ANTIGENTEST', 'KIT', 'FOR', 'NASOPHARYNGEAL', 'SWAB', 'COLODIAL', 'GOLD', '25', 'TEST', 'KIT', '12500', 'PCE']","['25', '12500']",['25'],,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-03,1.0,7e-05,0.0091077,0.1564235,0.771724,1.4178364,1.218769,0.7550589,4.34e-05,10000.0,500.0,12500.0,0.456,0.01824,0.418,0.01672,20.0,0.8,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,BOX,0,3,SARSCOV2 ANTIGENTEST KIT FOR NASOPHARYNGEAL SWAB COLODIAL GOLD 25 TEST KIT 12500 PCE,341,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
781,781,6688,2021-06-03 03:00:00,38220090,Lain-lain,PT. GRACIA VISI PRATAMA,"JL.ARTERI SUKARNO HATTA NO.8.A,KEL.TLOGOSARI KULON,KEC.PEDURUNGAN",ID - Indonesia,.,.,.,.,"AUTOBIO DIAGNOSTICS CO,. LTD",NO. 87 JINGBEIYI RD. NATIONAL  ECO & TECH DEVELOPI,China,0.0,1460.42,USD,3.91,Kg.,58.0,Kg.,15.0,SET,SARS-COV-2 IGM II CLIA MICROPARTICLES,0,CT,0,0,0,0,SOEKARNO-HATTA (U),ZHENGZHOU,CX,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS IGM II CLIA MICROPARTICLES,"['SARS', 'IGM', 'II', 'CLIA', 'MICROPARTICLES']",[],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-06-03,1.0,7e-05,0.0091077,0.1564235,0.771724,1.4178364,1.218769,0.7550589,4.34e-05,1460.42,15.0,15.0,3.8666666666666667,3.8666666666666667,0.26066666666666666,0.26066666666666666,97.36133333333333,97.36133333333333,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,SARSCOV2 IGM II CLIA MICROPARTICLES,342,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
784,784,6899,2021-06-02 03:00:00,38220090,Lain-lain,PT. STANDARD BIOSENSOR HEALTHCARE,"KP NAGROG,KERTAMUKTI,CAMPAKA, KAB. PURWAKARTA JAWA BARAT",ID - Indonesia,.,.,.,.,"SD BIO SENSOR CO., LTD.","C-4/5FLOOR,16,DEOGYEONG-DAERO 1556BEON-GIL,YEONGTO",South Korea,0.0,357366.49,USD,2120.61,Kg.,5028.0,Kg.,844175.0,EA,COVID-AG TEST EXTRACTION BUFFER TUBE STEB1021427,0,BX,0,0,0,0,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,GARUDA INDONESIA,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785,Indonesia 2021-version-13.csv,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVIDAG TEST EXTRACTION BUFFER TUBE STEB1021427,"['COVIDAG', 'TEST', 'EXTRACTION', 'BUFFER', 'TUBE', 'STEB1021427']",['STEB1021427'],['STEB1021427'],1,['1021427'],1.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-02,1.0,7.01e-05,0.0091131,0.1566073,0.7733952,1.4148274,1.2186205,0.7555153,4.34e-05,357366.49,844175.0,844175.0,0.0059561109959427845,0.0059561109959427845,0.0025120502265525515,0.0025120502265525515,0.42333223561465333,0.42333223561465333,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,COVIDAG TEST EXTRACTION BUFFER TUBE STEB1021427,343,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
785,785,6918,2021-06-02 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG CEMERLANG,"ITC CEMPAKA MAS GROSIR LT.4 BLOK K NO.898 JL. LETJEN SUPRAPTO, KEL. SU",ID - Indonesia,.,.,.,.,"HANGZHOU CLONGENE BIOTECH CO.,LTD.","NO.1 YICHUANG ROAD, YUHANG SUB-DISTRICT, YUHANG DI",China,0.0,285755.39,USD,3160.0,Kg.,3540.0,Kg.,250000.0,PCE,CLUNGENE COVID-19 ANTIGEN RAPID TEST CASSETTE,200,CT,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,MU,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLUNGENE ANTIGEN RAPID TEST CASSETTE,"['CLUNGENE', 'ANTIGEN', 'RAPID', 'TEST', 'CASSETTE']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-02,1.0,7.01e-05,0.0091131,0.1566073,0.7733952,1.4148274,1.2186205,0.7555153,4.34e-05,285755.39,250000.0,250000.0,0.01416,0.01416,0.01264,0.01264,1.14302156,1.14302156,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,PCE,3,0,CLUNGENE COVID19 ANTIGEN RAPID TEST CASSETTE,344,20.0,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,888.0,888,,CLUNGENE IND Covid-19 Antigen Rapid Test Cassette,CLUNGENEINDCovid19AntigenRapidTestCassette,clungene ind  antigen rapid  cassette,nan,PT. TAISHAN ALKES INDONESIA,pt taishan alkes indonesia,,,,,,,,False,False,False,False,False,,,,,,,,,,IDN0165,,,,CLUNGENE COVID19 ANTIGEN RAPID TEST CASSETTE,CLUNGENE IND COVID19 ANTIGEN RAPID TEST CASSETTE,0.9565217391304348,1,100,888.0,,,0
786,786,6922,2021-06-02 03:00:00,38220090,Lain-lain,PT. VIPRO MEDITECH PRATAMA,"PURI METROPOLITAN BLOK G1 NO.21, PETIR, CIPONDOH, TANGERANG KEL. PETIR",ID - Indonesia,.,.,.,.,"ASSURE TECH (HANGZHOU) CO.,LIMITED","3RD FLOOR, BUILDING 4, NO.1418-50, MOGANSHAN ROAD,",China,0.0,132193.7,USD,1634.0,Kg.,1634.0,Kg.,100440.0,PCE,"COVID-19 ANTIGEN RAPID TEST DEVICE (NASOPHARYNGEAL/OROPHARYNGEAL SWAB), 20 PCS/BOX ECOTEST PACK",0,CT,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI,CHINA CARGO AIRLI,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787,Indonesia 2021-version-13.csv,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, ANTIGEN RAPID TEST DEVICE NASOPHARYNGEALOROPHARYNGEAL SWAB 20 PCSBOX ECOTEST PACK,"['ANTIGEN', 'RAPID', 'TEST', 'DEVICE', 'NASOPHARYNGEALOROPHARYNGEAL', 'SWAB', '20', 'PCSBOX', 'ECOTEST', 'PACK']",['20'],['20'],,['20'],20.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-02,1.0,7.01e-05,0.0091131,0.1566073,0.7733952,1.4148274,1.2186205,0.7555153,4.34e-05,132193.7,100440.0,2008800.0,0.016268418956591,0.00081342094782955,0.016268418956591,0.00081342094782955,1.3161459577857428,0.06580729788928714,"['PCE', 'PCE', 'PCE']",0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,PCE,3,0,COVID19 ANTIGEN RAPID TEST DEVICE NASOPHARYNGEALOROPHARYNGEAL SWAB 20 PCSBOX ECOTEST PACK,345,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
787,787,6968,2021-06-02 03:00:00,38220090,Lain-lain,PT. STANDARD BIOSENSOR HEALTHCARE,"KP NAGROG,KERTAMUKTI,CAMPAKA, KAB. PURWAKARTA JAWA BARAT",ID - Indonesia,.,.,.,.,"SD BIO SENSOR CO., LTD.","C-4/5FLOOR,16,DEOGYEONG-DAERO 1556BEON-GIL,YEONGTO",South Korea,0.0,365071.13,USD,2166.33,Kg.,5028.0,Kg.,862375.0,EA,COVID-AG TEST EXTRACTION BUFFER TUBE STEB1021428,0,BX,0,0,0,0,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,GARUDA INDONESIA,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788,Indonesia 2021-version-13.csv,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVIDAG TEST EXTRACTION BUFFER TUBE STEB1021428,"['COVIDAG', 'TEST', 'EXTRACTION', 'BUFFER', 'TUBE', 'STEB1021428']",['STEB1021428'],['STEB1021428'],1,['1021428'],1.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-02,1.0,7.01e-05,0.0091131,0.1566073,0.7733952,1.4148274,1.2186205,0.7555153,4.34e-05,365071.13,862375.0,862375.0,0.005830410204377446,0.005830410204377446,0.00251205102188723,0.00251205102188723,0.42333222785911,0.42333222785911,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,COVIDAG TEST EXTRACTION BUFFER TUBE STEB1021428,346,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
788,788,6972,2021-06-02 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,20133.17,USD,23.59,Kg.,1076.0,Kg.,100.0,EA,6S6022 ARC SARS COVID-2  IGGII QUANT 100T OUS,0,PK,0,0,0,0,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,0,0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6S6022 ARC SARS COVID2 IGGII QUANT 100T OUS,"['6S6022', 'ARC', 'SARS', 'COVID2', 'IGGII', 'QUANT', '100T', 'OUS']","['6S6022', 'COVID2', '100T']",['100T'],,['100'],100.0,Keyword and Value both are present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-06-02,1.0,7.01e-05,0.0091131,0.1566073,0.7733952,1.4148274,1.2186205,0.7555153,4.34e-05,20133.17,100.0,10000.0,10.76,0.1076,0.2359,0.002359,201.33169999999998,2.013317,['BOX'],0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BOX,0,1,6S6022 ARC SARS COVID2 IGGII QUANT 100T OUS,347,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,25,,,,0
790,790,6986,2021-06-02 03:00:00,38220090,Lain-lain,PT. STANDARD BIOSENSOR HEALTHCARE,"KP NAGROG,KERTAMUKTI,CAMPAKA, KAB. PURWAKARTA JAWA BARAT",ID - Indonesia,.,.,.,.,"SD BIO SENSOR CO., LTD.","C-4/5FLOOR,16,DEOGYEONG-DAERO 1556BEON-GIL,YEONGTO",South Korea,0.0,124883.01,USD,741.06,Kg.,5028.0,Kg.,295000.0,EA,COVID-AG TEST EXTRACTION BUFFER TUBE STEB1021406,0,BX,0,0,0,0,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,GARUDA INDONESIA,0,0,0.0,0.0,North Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791,Indonesia 2021-version-13.csv,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COVIDAG TEST EXTRACTION BUFFER TUBE STEB1021406,"['COVIDAG', 'TEST', 'EXTRACTION', 'BUFFER', 'TUBE', 'STEB1021406']",['STEB1021406'],['STEB1021406'],,['1021406'],1.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-06-02,1.0,7.01e-05,0.0091131,0.1566073,0.7733952,1.4148274,1.2186205,0.7555153,4.34e-05,124883.01,295000.0,295000.0,0.01704406779661017,0.01704406779661017,0.002512067796610169,0.002512067796610169,0.42333223728813557,0.42333223728813557,"['PCE', 'BOX']",1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,PCE,0,0,COVIDAG TEST EXTRACTION BUFFER TUBE STEB1021406,348,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,25,,,,0
