,index,no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
313,8405,8406,2021-03-18 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC(DX,,United States,0.0,3547.0,USD,0.0,,0.0,,100.0,PCS,CLIA DIAGNOSTIC KITS) CENTAUR COV2G 100T 11206992 L- 4 S/N57,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,8406,Trade Atlas - 01-03-2022 - File ID 1520087510.xlsx,clia | clia,{'clia': 4} | {'clia': 4},"siemens,healthcare | siemens,healthcare","{'siemens': 20, 'healthcare': '1ea'} | {'siemens': 20, 'healthcare': '1ea'}",2.0,10.5,21.5,1206 | 1190,26 | 61,26
314,8462,8463,2021-03-18 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC(DX,,United States,0.0,2838.0,USD,0.0,,0.0,,80.0,PCS,CLIA DIAGNOSTIC KITS) CENTAUR COV2G 100T 11206992 L- 4 S/N57,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,8463,Trade Atlas - 01-03-2022 - File ID 1520087510.xlsx,clia | clia,{'clia': 4} | {'clia': 4},"siemens,healthcare | siemens,healthcare","{'siemens': 20, 'healthcare': '1ea'} | {'siemens': 20, 'healthcare': '1ea'}",2.0,10.5,21.5,1206 | 1190,26 | 61,26
315,8525,8526,2021-03-18 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC(DX,,United States,0.0,593.0,USD,0.0,,0.0,,10.0,PCS,"U.P.F.N. S/3-GEN-244/19-20/ACC GR-II DTD, 09/07/2019) ATELLICA IM COV2T QC KIT 11206712",0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,8526,Trade Atlas - 01-03-2022 - File ID 1520087510.xlsx,"im,atellica | im,atellica | im,atellica","{'atellica': 20, 'im': '1ea'} | {'atellica': 20, 'im': '1ea'} | {'atellica': 20, 'im': '1ea'}","siemens,healthcare | siemens,healthcare","{'siemens': 20, 'healthcare': '1ea'} | {'siemens': 20, 'healthcare': '1ea'}",7.0,10.5,35.0,783 | 61 | 775,26 | 61,61
316,8589,8590,2021-03-18 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,SIEMENS HEALTHCARE DIAGNOSTIC INC,,United States,0.0,283.0,USD,0.0,,0.0,,10.0,PCS,ADVIA CENTAUR SCOVG KIT 10482164 (DIAGNOSTIC REAGENTS FOR RESEARCH AND DEVELOPMENT USE ONLY,0,,,,,,SAHAR AIR CARGO ACC (INBOM4),,,,0,,,,,,,,,,,8590,Trade Atlas - 01-03-2022 - File ID 1520087510.xlsx,"advia,centaur","{'advia': 20, 'centaur': '1ea'}","siemens,healthcare | siemens,healthcare","{'siemens': 20, 'healthcare': '1ea'} | {'siemens': 20, 'healthcare': '1ea'}",10.5,10.5,35.0,765,26 | 61,26
317,35,36,2021-07-27 03:00:00,38220090,Other,DIASORIN TRIVITRON HEALTHCARE PRIVATE LIMITED,"New No.23, First Main Road, Cit Colony, Mylapore,",IN - Chennai,.,.,senguttuvenk@snpaa.com,www.snpaa.com,M/S. DIASORIN S.P.A.,,Italy,0.0,95400.0,INR,0.0,,0.0,,10.0,NOS,LIAISON SARS COV-2 AG - 311490 ( CLIA DIAGNOSTIC LIST 4 SR.57 ) COO. EUROPEAN UNION,0,,,,,,AHEMDABAD AIR ACC (INAMD4),,,,0,,,,,,,,,,,36,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,"liaison,ag | liaison,ag","{'liaison': 20, 'ag': 4} | {'liaison': 20, 'ag': 4}","diasorin,spa","{'diasorin': 20, 'spa': '1ea'}",24.0,21.0,90.0,379 | 378,378,378
318,45,46,2021-07-27 03:00:00,38220090,Other,DIASORIN TRIVITRON HEALTHCARE PRIVATE LIMITED,"New No.23, First Main Road, Cit Colony, Mylapore,",IN - Chennai,.,.,senguttuvenk@snpaa.com,www.snpaa.com,M/S. DIASORIN S.P.A.,,Italy,0.0,15633.0,INR,0.0,,0.0,,10.0,NOS,LIAISON SARS COV-2 SAMPLE INAC.BUFFER - 311492 ( DIAGNOSTIC REAGENT) COO. EUROPEAN UNION,0,,,,,,AHEMDABAD AIR ACC (INAMD4),,,,0,,,,,,,,,,,46,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,liaison | liaison | liaison,{'liaison': 20} | {'liaison': 20} | {'liaison': 20},"diasorin,spa","{'diasorin': 20, 'spa': '1ea'}",10.0,21.0,62.0,379 | 378 | 779,378,378
319,95,96,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,1027.0,EUR,0.0,,0.0,,13.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,96,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
320,106,107,2021-07-27 03:00:00,38220090,Other,DIASORIN TRIVITRON HEALTHCARE PRIVATE LIMITED,"New No.23, First Main Road, Cit Colony, Mylapore,",IN - Chennai,.,.,senguttuvenk@snpaa.com,www.snpaa.com,M/S. DIASORIN S.P.A.,,Italy,0.0,116600.0,INR,0.0,,0.0,,10.0,NOS,LIAISON SARS COV-2 IGM - 311470 ( CLIA DIAGNOSTIC LIST 4 SR.57 ) COO. EUROPEAN UNION,0,,,,,,AHEMDABAD AIR ACC (INAMD4),,,,0,,,,,,,,,,,107,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,"igm,liaison","{'liaison': 20, 'igm': 4}","diasorin,spa","{'diasorin': 20, 'spa': '1ea'}",24.0,21.0,62.0,779,378,378
321,178,179,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,179,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
322,242,243,2021-07-27 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,"LABGENOMICS CO., LTD ",,South Korea,0.0,13924.0,EUR,0.0,,0.0,,118.0,PCS,COVID-19 TESTING KITS ) LABGUN COVID 19 EXOFAST RT-PCR KIT CV9034B ( CVF21G003 ) ( COO.KR ) ( DIAGNO,0,,,,,,CHENNAI AIR CARGO ACC (INMAA4),,,,0,,,,,,,,,,,243,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,rt | labgun,{'rt': '1ea'} | {'labgun': '1ea'},labgenomics | labgenomics,{'labgenomics': 20} | {'labgenomics': 20},1.0,20.0,42.0,1336 | 375,375 | 943,375
323,267,268,2021-07-27 03:00:00,38220090,Other,DIASORIN TRIVITRON HEALTHCARE PRIVATE LIMITED,"New No.23, First Main Road, Cit Colony, Mylapore,",IN - Chennai,.,.,senguttuvenk@snpaa.com,www.snpaa.com,M/S. DIASORIN S.P.A.,,Italy,0.0,11582.0,INR,0.0,,0.0,,5.0,NOS,LIAISON CONTROL SARS COV - 2 AG - 311491 ( DIAGNOSTIC REAGENT) COO. EUROPEAN UNION,0,,,,,,AHEMDABAD AIR ACC (INAMD4),,,,0,,,,,,,,,,,268,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,"liaison,ag | liaison,ag","{'liaison': 20, 'ag': 4} | {'liaison': 20, 'ag': 4}","diasorin,spa","{'diasorin': 20, 'spa': '1ea'}",24.0,21.0,90.0,379 | 378,378,378
324,268,269,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0001145_VALSARTAN FOR SYSTEM SUITABILITY (0.202 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,269,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
325,354,355,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001145_VALSARTAN FOR SYSTEM SUITABILITY (0.202 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,355,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
326,358,359,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001072_LOSARTAN IMPURITY D (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,359,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
327,393,394,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,237.0,EUR,0.0,,0.0,,3.0,NOS,EP-Y0000649_TELMISARTAN FOR PEAK IDENTIFICATION (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,394,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
328,407,408,2021-07-27 03:00:00,38220090,Other,ABBOTT HEALTH CARE PRIVATE LIMITED,"Unit Nos.3&4, Corporate Park, Sion-Trombay Road, Chembur, 400071",IN - Mumbai. Maharashtra,5978888,5978846,niranjani.shetty@abbott.com,www.abbott.co.in,ABBOTT LABORATORIES INTERNATIONAL LLC - ALIC,,United States,0.0,400.0,USD,0.0,,0.0,,1.0,NOS,SC6363-CUSTOM DNA OLIGOS TO SEQUENCE SARS-COV-2 (1 NOS) (COOUSA) - FOC,0,,,,,,CHENNAI AIR CARGO ACC (INMAA4),,,,0,,,,,,,,,,,408,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,1,{'1': '1ea'},abbott | abbott | abbott | abbott | abbott | abbott,{'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20},0.3333333333333333,10.0,13.833333333333334,1348,916 | 17 | 18 | 32 | 33 | 975,70
329,450,451,2021-07-27 03:00:00,38220090,Other,DIASORIN TRIVITRON HEALTHCARE PRIVATE LIMITED,"New No.23, First Main Road, Cit Colony, Mylapore,",IN - Chennai,.,.,senguttuvenk@snpaa.com,www.snpaa.com,M/S. DIASORIN S.P.A.,,Italy,0.0,11582.0,INR,0.0,,0.0,,5.0,NOS,LIAISON CONTROL SARS COV-2 AG - 311491 ( DIAGNOSTIC REAGENT) COO. EUROPEAN UNION,0,,,,,,AHEMDABAD AIR ACC (INAMD4),,,,0,,,,,,,,,,,451,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,"liaison,ag | liaison,ag","{'liaison': 20, 'ag': 4} | {'liaison': 20, 'ag': 4}","diasorin,spa","{'diasorin': 20, 'spa': '1ea'}",24.0,21.0,90.0,379 | 378,378,378
330,483,484,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0001072_LOSARTAN IMPURITY D (10 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,484,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
331,513,514,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,1027.0,EUR,0.0,,0.0,,13.0,NOS,EP-Y0001003_TELMISARTAN FOR SYSTEM SUITABILITY (0.26 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,514,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
332,592,593,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,158.0,EUR,0.0,,0.0,,2.0,NOS,EP-Y0001076_LOSARTAN FOR SYSTEM SUITABILITY (0.002 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,593,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
333,715,716,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0001062_LOSARTAN POTASSIUM (50 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,716,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
334,796,797,2021-07-27 03:00:00,38220090,Other,SUTRON HYDROMET SYSTEMS PRIVATE LIMITED,"D-193, 2Nd Floor, Okhla Industrialarea Phase-1",IN - New Delhi,.,.,india@sutron.com,www.sutron.com,Hach Company,,United States,0.0,27.0,USD,0.0,,0.0,,0.08,KGS,"ZINCOVER 5, ZINC REAGENT PK/100 (2106669) (REAGENT DUTY PAIDUNDER PROTEST) (1 NOS) ",0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,797,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,reagent,{'reagent': 4},company,{'company': '1ea'},2.0,0.3333333333333333,2.0,1399,693,1399
335,797,798,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,1580.0,EUR,0.0,,0.0,,20.0,NOS,EP-Y0001076_LOSARTAN FOR SYSTEM SUITABILITY (0.002 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,798,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
336,811,812,2021-07-27 03:00:00,38220090,Other,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","IN - Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com,"LABGENOMICS CO., LTD ",,South Korea,0.0,222076.0,EUR,0.0,,0.0,,1882.0,PCS,COVID-19 TESTING KITS ) LABGUN COVID 19 EXOFAST RT-PCR KIT CV9034B ( CVF21G004 ) ( COO.KR ) ( DIAGNO,0,,,,,,CHENNAI AIR CARGO ACC (INMAA4),,,,0,,,,,,,,,,,812,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,rt | labgun,{'rt': '1ea'} | {'labgun': '1ea'},labgenomics | labgenomics,{'labgenomics': 20} | {'labgenomics': 20},1.0,20.0,42.0,1336 | 375,375 | 943,375
337,814,815,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0000648_TELMISARTAN (30 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,815,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
338,816,817,2021-07-27 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,316.0,EUR,0.0,,0.0,,4.0,NOS,EP-Y0001076_LOSARTAN FOR SYSTEM SUITABILITY (0.002 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,817,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
339,886,887,2021-07-26 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. THE UNITED STATES PHARMACOPEIA,,United States,0.0,438.0,USD,0.0,,0.0,,1.0,NOS,USP-1478367_OLMESARTAN MEDOXOMIL -(100 MG) -(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,887,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},"united,states | ms","{'united,states': '1ea'} | {'ms': 4}",10.0,1.0,11.6,693 | 691 | 1048 | 1047 | 1215,1297 | 1228,1187
340,1166,1167,2021-07-26 03:00:00,38220090,Other,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor, 5Th Cross, R.M.V.Extension,","IN - Bangalore, Karnataka",.,.,in@lgcpromochem.com,www.lgcpromochem.com,M/S. COUNCIL OF EUROPE/ CONSEIL DE,I'EUROPE 7 ALLEE KASTNER CS 30026 F - 67081  STRASBOURG 0 FRANCE,France,0.0,79.0,EUR,0.0,,0.0,,1.0,NOS,EP-Y0001405_OLMESARTAN MEDOXOMIL (100 MG)-(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,1167,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},ms,{'ms': 4},10.0,1.0,20.142857142857142,693 | 691 | 1048 | 1047 | 1215,1228,1048 | 1047
341,1182,1183,2021-07-26 03:00:00,38220090,Other,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Building, Room No. 1 & 2, 1St Floor, No.163, 1St Main Road Sheshadripuram",IN - Bangalore,.,.,accounts@chromachemie.co.in,www.chromachemie.co.in,M/S. THE UNITED STATES PHARMACOPEIA,"L CONVENTION, INC 12601, TWINBROOK PARKWAY, ROCKVILLE, MD 20852 0 UNITED STATES",United States,0.0,438.0,USD,0.0,,0.0,,1.0,NOS,USP-1478367_OLMESARTAN MEDOXOMIL -(100 MG) -(PHARMACEUTICAL REFERENCE STANDARD),0,,,,,,BANGALORE ACC (INBLR4),,,,0,,,,,,,,,,,1183,Trade Atlas - 01-03-2022 - File ID 1629382957.xlsx,standard | standard | standard | standard | standard,{'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20} | {'standard': 20},"united,states | ms","{'united,states': '1ea'} | {'ms': 4}",10.0,1.0,11.6,693 | 691 | 1048 | 1047 | 1215,1297 | 1228,1187
