no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
8947,2021-09-28 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOSITE MEDICAL INSTRUMENTS,"512 A MANGA ST JUNA SUBD MATINA, DAVAO CITY",PH - Philippines,0822956420,.,BMII.IMPORT@GMAIL.COM,.,ZYBIO HK LIMITED,,China,29926.4,32305.0,USD,33.4,Kg.,144.0,Kg.,0.0,,334 KIT ZYBIO SARS-COV2 NUCLEIC ACID DETECTION KIT-PCR FLUORESCENT PROBE METHOD,3,PACKAGE,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,182,Philippines 2021-version9-tiers.csv
8995,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,695.0,727.7,USD,0.16,Kg.,0.18,Kg.,0.0,,09289291190 ANTI-SARS-COV-2 S CS ELECSYS,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,183,Philippines 2021-version9-tiers.csv
9056,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",DOMESTIC TRADING CORPORATION,"891 EDSA, SOUTH TRIANGLE, DILIMAN, QUEZON CITY",PH - Philippines,4110360,.,DOMESTIC@ACEROGROUP.ORG,.,HACH COMPANY,,United States,313.1,343.2,USD,2.52,Kg.,3.04,Kg.,0.0,,"ZINCOVER 5, ZINC REAGENT PK/100",0,PACKAGE,CPT,,,,MANILA INTERNATIONAL CONTAINER TERMINAL,,,,0,,,,,,,,,,,184,Philippines 2021-version9-tiers.csv
9060,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,548.5,574.4,USD,0.15,Kg.,0.18,Kg.,0.0,,09289313190 ANTI-SARS-COV-2 S PC ELECSYS,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,185,Philippines 2021-version9-tiers.csv
9062,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",OFELIA MALLARI,.,PH - Philippines,.,.,.,.,PRIORITY MAIL EXPRESS,,Singapore,290.7,324.2,USD,1.24,Kg.,1.34,Kg.,0.0,,8 PCS SD BIOSENSOR COVID-19 HOME TEST KIT,0,PACKAGE,DAP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,186,Philippines 2021-version9-tiers.csv
9066,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,45258.1,47387.7,USD,12.46,Kg.,15.09,Kg.,0.0,,09289267190 ANTI-SARS-COV-2 S ELECSYS COBAS E 200,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,187,Philippines 2021-version9-tiers.csv
9078,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,1271.0,1330.9,USD,0.29,Kg.,0.32,Kg.,0.0,,09216928190 ANTI-SARS-COV-2 PC ELECSYS,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,188,Philippines 2021-version9-tiers.csv
9086,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,17361.2,18178.2,USD,14.64,Kg.,17.97,Kg.,0.0,,09289267190 ANTI-SARS-COV-2 S ELECSYS COBAS E 200,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,189,Philippines 2021-version9-tiers.csv
9099,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",SAHAR INTERNATIONAL TRADING INC,"354 AGUIRRE AVE., PHASE 3, BF HOMES, PARANAQUE CITY",PH - Philippines,7880022,.,INFO@SAHARPHARMA.COM,.,"HANGZHOU NOROBIO PHARMACEUTICAL CO ., LTD ",,China,20000.0,21134.6,USD,78.0,Kg.,83.0,Kg.,0.0,,"MULTIPLE REAL-TIME PCR KIT FOR DETECTION OF 2019-NCOV NOVEL CORONAVIRUS 2019-NCOV NUCLEIC ACID DETECTION KIT - (FLUORESCENCE PCR METHOD) 10,000 PCS.",6,,FCA,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,190,Philippines 2021-version9-tiers.csv
9108,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,376.2,394.0,USD,0.09,Kg.,0.1,Kg.,0.0,,09289313190 ANTI-SARS-COV-2 S PC ELECSYS,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,191,Philippines 2021-version9-tiers.csv
9111,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIAGNOSTICS GMBH DOSLF,,Germany,174697.9,186713.7,USD,671.33,Kg.,984.8,Kg.,0.0,,1512.00 PC SARS-COV-2 RAPID AG TEST 25T VARIANT 2,7,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,192,Philippines 2021-version9-tiers.csv
9158,2021-09-27 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MRL CYBERTEC CORPORATION,"NO. 124 MALAKAS ST. CENTRAL DILIMAN,, QUEZON CITY",PH - Philippines,4410398,.,JULIE.DELACRUZ19@GMAIL.COM,.,SHENZHEN UNI MEDICA TECHNOLOGY CO LTD,,China,50141.8,53453.7,USD,19.53,Kg.,294.0,Kg.,0.0,,558KIT NOVEL CORONAVIRUS 2019 NCOV NUCLEIC ACID DETECTION KIT ( FLUORESCENCE PCR METHOD)50TEST/KIT,6,PACKAGE,CIF,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,193,Philippines 2021-version9-tiers.csv
9200,2021-09-27 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",TRULABORATORIES CORP.,"14 DETROIT ST., CUBAO, QUEZON CITY",PH - Philippines,024511965,.,SALES@TRULABORATORIES.COM,.,"SD BIOSENSOR, INC. ",,South Korea,9000.0,9573.2,USD,396.0,Kg.,462.0,Kg.,0.0,,STANDARD TM Q COVID-19 AG NASAL - 900,33,CARTON,FOB,,,,PORT OF MANILA,,,,0,,,,,,,,,,,194,Philippines 2021-version9-tiers.csv
9242,2021-09-27 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",TRULABORATORIES CORP.,"14 DETROIT ST., CUBAO, QUEZON CITY",PH - Philippines,024511965,.,SALES@TRULABORATORIES.COM,.,"SD BIOSENSOR, INC. ",,South Korea,50100.0,53290.8,USD,2171.0,Kg.,2505.0,Kg.,0.0,,STANDARD TM Q COVID-19 AG - 5010,167,CARTON,FOB,,,,PORT OF MANILA,,,,0,,,,,,,,,,,195,Philippines 2021-version9-tiers.csv
9315,2021-09-26 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MULTI GLOBAL TRADEX INC.,.,PH - Philippines,.,.,.,.,"JBK FORMS CO., LTD.",,South Korea,500.0,605.4,USD,31.99,Kg.,32.0,Kg.,0.0,,GENBODY COVID-19 AG 2000EA,3,,FCA,,,,PORT OF CLARK,,,,0,,,,,,,,,,,196,Philippines 2021-version9-tiers.csv
9563,2021-09-24 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",ENRICO CARBRERA,.,PH - Philippines,.,.,.,.,JAN MICHAEL RACOMA,,United States,69.0,99.2,USD,0.41,Kg.,0.41,Kg.,0.0,,3 BINAXNOW OTC AT HOME COVID 19 TEST,0,PACKAGE,FOB,,,,PORT OF CLARK,,,,0,,,,,,,,,,,197,Philippines 2021-version9-tiers.csv
9569,2021-09-24 03:00:00,38220030000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Sterilisation indicator strips and tapes",ENRICO CARBRERA,.,PH - Philippines,.,.,.,.,JAN MICHAEL RACOMA,,United States,126.0,181.1,USD,0.74,Kg.,0.74,Kg.,0.0,,5 QUICKVUE AT HOME OTC COVID 19 TEST,0,PACKAGE,FOB,,,,PORT OF CLARK,,,,0,,,,,,,,,,,198,Philippines 2021-version9-tiers.csv
9607,2021-09-24 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOSITE MEDICAL INSTRUMENTS,"512 A MANGA ST JUNA SUBD MATINA, DAVAO CITY",PH - Philippines,0822956420,.,BMII.IMPORT@GMAIL.COM,.,SANSURE BIOTECH INC.,,China,63450.0,69351.4,USD,25.38,Kg.,146.64,Kg.,0.0,,846BOXES (24T/KIT) NOVEL CORONAVIRUS 2019-NCOV NUCLEIC ACID DIAGNOSTIC KIT PCR FLUORESCENCE PROBING,5,PACKAGE,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,199,Philippines 2021-version9-tiers.csv
9841,2021-09-23 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",PATIENT CARE CORP.,"AMHSCO BLDG., MACARTHUR HIGHWAY, DOLORES, SAN FERNANDO, PAMPANGA",PH - Philippines,0459611602,.,PURCHASING@PCC.COM.PH,.,BECTON DICKINSON DIAGNOSTIC SYSTEM,,Singapore,59640.0,64006.8,USD,82.71,Kg.,96.85,Kg.,0.0,,44500301 KIT BD MAX SARS-COV-2 REAGENTS,0,,FCA,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,200,Philippines 2021-version9-tiers.csv
9847,2021-09-23 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",LORIANN LONTOC,.,PH - Philippines,.,.,.,.,MARRIAN LONTOC,,Singapore,130.1,155.2,USD,1.17,Kg.,1.27,Kg.,0.0,,1 PCE PANBIO COVID-19 AG RAPID TEST KIT,0,PACKAGE,FCA,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,201,Philippines 2021-version9-tiers.csv
9850,2021-09-23 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOTECNICA DIAGNOSTICS INC,"MONS. F. REYES ST. ALBAY, LEGAZPI",PH - Philippines,0527420499,.,BIOTECNICADX@GMAIL.COM,.,GUANGZHOU WONDFO BIOTECH CO LT,,China,75.0,111.7,USD,1.0,Kg.,2.0,Kg.,0.0,,WONDFO 2019-NCOV ANTIGEN RAPID TEST KIT (COLLOIDAL GOLD METHOD),1,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,202,Philippines 2021-version9-tiers.csv
9916,2021-09-23 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",PATIENT CARE CORP.,"AMHSCO BLDG., MACARTHUR HIGHWAY, DOLORES, SAN FERNANDO, PAMPANGA",PH - Philippines,0459611602,.,PURCHASING@PCC.COM.PH,.,BECTON DICKINSON DIAGNOSTIC SYSTEM,,Singapore,92300.0,99058.0,USD,128.01,Kg.,149.88,Kg.,0.0,,44500301 KIT BD MAX SARS-COV-2 REAGENTS,2,,FCA,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,203,Philippines 2021-version9-tiers.csv
9919,2021-09-23 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",RAINPHIL INC,"3RD  FLOOR GREAT WALL BUILDING 136 YAKAL STREET, MAKATI CITY",PH - Philippines,8436352,.,ANGIE@RAINPHIL.COM,.,ZYBIO INC.,,China,227856.0,240914.3,USD,101.0,Kg.,403.0,Kg.,0.0,,7 PACKAGES - 1010 KIT/96 TEST SARS-COV-2 NUCLEIC ACID DETECTION KIT (PCR-FLOURESCENT PROBE METHOD),7,PACKAGE,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,204,Philippines 2021-version9-tiers.csv
9930,2021-09-23 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",DOLORES SALAZAR,.,PH - Philippines,.,.,.,.,ADDISON LEE,,United Kingdom,482.8,560.6,USD,1.84,Kg.,1.94,Kg.,0.0,,7 PCSCOVID 19 TEST,1,PACKAGE,DDU,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,205,Philippines 2021-version9-tiers.csv
15,2021-09-22 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,"ROCHE DIAGNOSTICS GMBH, DOSLF ",,Germany,175321.7,187304.6,USD,671.33,Kg.,968.6,Kg.,0.0,,09327592043 SARS-COV-2 RAPID AG TEST 25T. VARIANT 2,0,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,206,Philippines 2021-version9-tiers.csv
230,2021-09-22 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BIOSITE MEDICAL INSTRUMENTS,"512 A MANGA ST JUNA SUBD MATINA, DAVAO CITY",PH - Philippines,0822956420,.,BMII.IMPORT@GMAIL.COM,.,"GUANGZHOU WONDFO BIOTECH CO., LTD. ",,China,15000.0,18004.8,USD,511.0,Kg.,547.0,Kg.,0.0,,"36 CTNS 2019 NCOV RBD ANTI BODY RAPID TEST (30,000 PCS) (WONDFO 2019 NCOV ANTIGEN TEST/ LATERAL FLOW)",36,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,207,Philippines 2021-version9-tiers.csv
252,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ROCHE (PHILIPPINES) INC,"1804 AND 19TH FLR ONE GLOBAL PLACE BLDG., 5TH AVE. COR 25TH ST.BONIFAC, TAGUIG CITY",PH - Philippines,027187777,.,MINETTE.GREGORIO@ROCHE.COM,.,ROCHE DIAGNOSTICS CORP,,United States,8483.4,8924.8,USD,2.45,Kg.,4.01,Kg.,0.0,,45.00 PC KIT COBAS LIAT SARS-COV-2/FLU CTL,2,,CIP,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,208,Philippines 2021-version9-tiers.csv
283,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",LUCILA NICOLAS,.,PH - Philippines,.,.,.,.,HERMINIA TOLLEDO,,Singapore,202.5,262.2,USD,1.0,Kg.,1.0,Kg.,0.0,,1 PC COVID-19 SELF TEST KIT,1,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,209,Philippines 2021-version9-tiers.csv
302,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MACARE MEDICALS INC.,"67 A LUNA STREET BRGY BAGUMBUHAY PROJECT 4, QUEZON CITY",PH - Philippines,9135902,.,ACCOUNTING@MACARE-MEDICALS.COM,.,CEPHEID AB,,Sweden,990000.0,1041293.8,USD,3000.0,Kg.,3098.0,Kg.,0.0,,"XPRSARS-COV2-10 KIT,XPRESS,SARS-COV-2,10 TEST",14,PACKAGE,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,210,Philippines 2021-version9-tiers.csv
408,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",ALLIED HOSPITAL SUPPLY INT'L. CORPORATION,"NO 6 LEONARD WOOD LOOP, BAGUIO CITY",PH - Philippines,0744425407,.,ANNE_MARIE_PH@YAHOO.COM,.,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,100000.0,117498.8,USD,2452.5,Kg.,2892.0,Kg.,0.0,,COVID 19 AG RAPID T DEVICE 25T NP,14,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,211,Philippines 2021-version9-tiers.csv
409,2021-09-21 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",MUREX DIAGNOSTIC PRODUCTS SPECIALISTS,"8 BONIFACIO ST., POBLACION EAST SAN NICOLAS, PANGASINAN",PH - Philippines,0755733670,.,MUREXDIAGNOSTICS@YAHOO.COM,.,HUMASIS CO LTD,,South Korea,22000.0,25111.9,USD,357.0,Kg.,428.0,Kg.,0.0,,800PCS RAPID TEST KIT (PLASTIC DEVICE) HUMASIS COVID-19 AG TEST (25T/KIT),50,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,212,Philippines 2021-version9-tiers.csv
442,2021-09-21 03:00:00,38220010000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Plates,sheets,film,foil and strip of plastics impregnated or coated with diagnostic or",SUNFU SOLUTIONS INC.,"UNIT 615 CITY AND LAND MEGAPLAZA ADB AVE  ORTIGAS CENTER SAN ANTONIO, PASIG CITY",PH - Philippines,026877194,.,INFO@SUNFUSOLUTIONS.NET,.,ABBOTT DIAGNOSTICS KOREA INC,,South Korea,600000.0,658500.0,USD,3448.0,Kg.,3552.0,Kg.,0.0,,41FK11 PANBIO COVID-19 AG RAPID T DEVICE 25T NS 6000 EA,16,,CPT,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,213,Philippines 2021-version9-tiers.csv
449,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",WORLDBRIDGE PHILS. INC,"UNIT 3-B 2F UNLAD HOUSE 1724 LEON GUINTO ST. COR. MALVAR ST. BRGY 694, ZONE 75 MALATE MANILA",PH - Philippines,5244541,.,WORLDBRIDGE.ACCTG@GMAIL.COM,.,SHENZHEN DEYONGKANG MEDICAL TECHNOL,,China,18720.0,20611.0,USD,10.0,Kg.,84.0,Kg.,0.0,,SARS-COV-2 TEST KIT (REAL-TIME PCR),7,,CFR,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,214,Philippines 2021-version9-tiers.csv
471,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",BAJ PHARMACEUTICALS,.,PH - Philippines,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD. ",,China,3500.0,4151.4,USD,130.0,Kg.,144.0,Kg.,0.0,,"10,000 TESTS FINECARE 2019-NCOV IGM/IGG TEST",20,,FCA,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,215,Philippines 2021-version9-tiers.csv
483,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",GREGAN 101 CORPORATION,.,PH - Philippines,.,.,.,.,ABBOTT DIAGNOSTIC KOREA INC.,,South Korea,500000.0,543000.0,USD,2274.0,Kg.,2392.0,Kg.,0.0,,PANBIO COVID 19 AG RAPID TEST DEVICE (NASAL) (25T/32 kitsx 125 cartons),125,,CFR,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,216,Philippines 2021-version9-tiers.csv
503,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",IRASETH PHARMA INC.,"UNIT C30 SOUTH OF MARKET TOWER BGC TAGUIG CITY, TAGUIG CITY",PH - Philippines,5118742,.,IRASETH_PHARMA@YAHOO.COM,.,ZHUHAI ENCODE MEDICAL ENGINEERING CO LTD,,China,10000.0,11009.5,USD,130.7,Kg.,145.0,Kg.,0.0,,9 PK SARS COV 2 ANTIGEN RAPID TEST DEVICE,9,,CFR,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,217,Philippines 2021-version9-tiers.csv
511,2021-09-21 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",MEDICAL TEST SYSTEM  INCORPORATED,"5/F DAO I BLDG 189 SALCEDO ST. LEGASPI VILLAGE, MAKATI CITY",PH - Philippines,8130069,.,JACKSEAIRE.EXPRESS@YAHOO.COM,.,LIFE TECHNOLOGIES HOLDINGS PTE LTD,,Singapore,257.5,293.7,USD,4.66,Kg.,4.94,Kg.,0.0,,TQMN SARSCOV MUTASSY S.K417N,0,,EXW,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,218,Philippines 2021-version9-tiers.csv
529,2021-09-20 03:00:00,38220090000,"Miscellaneous chemical products Composite diagnostic or laboratory reagents, nes Diagnostic or lab.reagents on a backing, prepared diagnostic or lab.reagents excl. Ch 30 - Other",GREGAN 101 CORPORATION,.,PH - Philippines,.,.,.,.,"JOYSBIO BIOTECHNOLOGY CO.,LTD. ",,China,41600.0,45220.3,USD,313.0,Kg.,342.0,Kg.,0.0,,20000TEST SARS COV 2 ANTIGEN RAPID TEST KIT (COLLOIDAL GOLD),20,,FOB,,,,NINOY AQUINO INTERNATIONAL AIRPORT,,,,0,,,,,,,,,,,219,Philippines 2021-version9-tiers.csv
