paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
11911,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,274.88,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2   IGGII QUANT   CONTROL,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,379,Pakistan Trade Atlas All 2021 HS 382200.csv
11926,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,824.64,0.0,USD,0.0,,0.0,,3.0,KG,ARC  SARSCOVID2  IGGII  QUANT  CONTROL,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,380,Pakistan Trade Atlas All 2021 HS 382200.csv
11927,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,Germany,115.44,0.0,USD,0.0,,0.0,,6.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 6 PCS BATCH NO. 55479701 MFG DT. 18.5.21 EXP DT. 31.1.22,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,381,Pakistan Trade Atlas All 2021 HS 382200.csv
11946,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,63.05,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2   IGM  CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,382,Pakistan Trade Atlas All 2021 HS 382200.csv
11950,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2  CALIBRATOR OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,383,Pakistan Trade Atlas All 2021 HS 382200.csv
11984,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2   IGM   CALIBRATOR OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,384,Pakistan Trade Atlas All 2021 HS 382200.csv
11999,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH, DOSLF",,South Korea,139394.48,0.0,USD,0.0,,0.0,,1048.0,KG,DIAGNOSTIC REAGENTSSARS COV2 RAPID AG TEST 25T. VARIANT 2 QTY 1048 PCS BATCH NO QC03910941 MFG DT 29121 EXP DT 28123,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,385,Pakistan Trade Atlas All 2021 HS 382200.csv
12000,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2522.6,0.0,USD,0.0,,0.0,,10.0,KG,ALINITY   SARSCOV2  IGG  100T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,386,Pakistan Trade Atlas All 2021 HS 382200.csv
12042,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCTS.,Karachi,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH,,China,723.0,0.0,USD,0.0,,0.0,,3.0,KG,0.2ml PCR 8Strips Tubes for Realtime PCR  Natural Color For Covid19Test  Qty 125 Pack  10 PacksQTY3.00 Case,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,387,Pakistan Trade Atlas All 2021 HS 382200.csv
12055,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,505.4,0.0,USD,0.0,,0.0,,5.0,KG,ALINITY   SARSCOV2  IGM  200T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,388,Pakistan Trade Atlas All 2021 HS 382200.csv
12062,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,4540.77,0.0,USD,0.0,,0.0,,9.0,KG,ALINITY   SARSCOV2  IGG  200T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,389,Pakistan Trade Atlas All 2021 HS 382200.csv
12129,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,MDBIO,,United States,4150.7,0.0,USD,0.0,,0.0,,1.0,KG,MDBio  COVID19 Field Lab Kit 96 Tests  Includes 1MDBio 8 Well Therm. Cycler  BCC19 Reagent BCC19 Reagent 2  Positive Control  1MDBio Analysis Stand  2MDBio Prep St,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,390,Pakistan Trade Atlas All 2021 HS 382200.csv
12138,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",FY DIAGNOSTIC & SURGICALS,"Anum Blessing, Suite 502, Block 7/8, KCHSU, Shahra-e-Faisal,",Karachi,+92 2134327418,+92 2134537598,info@fybreeds.com,www.fybreeds.com,RAYBIOTECH LIFE INC,,United States,75.0,0.0,USD,0.0,,0.0,,1.0,KG,01SET COVID19 DIAGNOSTIC REAGENTSCOVID19 SPROTEIN S1RBD ELISA KIT 1X96 WELL STRIP MICROPLATE KIT.,0.0,,,,,,KPFI,,M/S. KHURRAM CARGO SERVICES,,0.0,,,,,,,,,,,391,Pakistan Trade Atlas All 2021 HS 382200.csv
12140,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,TIB MOLBIOL,,Germany,1456.92,0.0,USD,0.0,,0.0,,10.0,KG,LIGHTMIX KIT SARBECOVIRUS SARSCOV2 QTY 10 PCS EXEMPTION OF SRO 844  1007 AND 1008 SERIAL  10,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,392,Pakistan Trade Atlas All 2021 HS 382200.csv
12148,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",FY DIAGNOSTIC & SURGICALS,"Anum Blessing, Suite 502, Block 7/8, KCHSU, Shahra-e-Faisal,",Karachi,+92 2134327418,+92 2134537598,info@fybreeds.com,www.fybreeds.com,RAYBIOTECH LIFE INC,,United States,75.0,0.0,USD,0.0,,0.0,,1.0,KG,01SET DIAGNOSTIC REAGENTS COVID19 NPROTEIN ELISA 1X96WELL STRIP MICROPLATE KIT,0.0,,,,,,KPFI,,M/S. KHURRAM CARGO SERVICES,,0.0,,,,,,,,,,,393,Pakistan Trade Atlas All 2021 HS 382200.csv
12152,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,TIB MOLBIOL,,Germany,3399.48,0.0,USD,0.0,,0.0,,35.0,KG,SARSCOV2 COVID19 RDRP QTY 35 PCS EXEMPTION OF SRO 844  1007 AND 1008 SERIAL  10,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,394,Pakistan Trade Atlas All 2021 HS 382200.csv
12154,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,MDBIO,,United States,326.36,0.0,USD,0.0,,0.0,,2.0,KG,MDBio  COVID19 Positive Control 100 Control Tests,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,395,Pakistan Trade Atlas All 2021 HS 382200.csv
12160,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,MDBIO,,United States,4979.48,0.0,USD,0.0,,0.0,,4.0,KG,MDBio  COVID19 Refill 96 Tests  Includes BCC19 Reagent 1 BCC19 Reagent 2  128Up PCR Tube Strips  Saline  Swabs   12PCR Tube 1.5ml,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,396,Pakistan Trade Atlas All 2021 HS 382200.csv
12177,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CHOHAN & COMPANY.,21 Bahadurabad Block 03 Karachi,PK - Pakistan,.,.,.,.,BIONOTE  INC,,South Korea,11899.99,0.0,USD,0.0,,0.0,,240.0,KG,SARSCoV2  COVID19 KITS For the Detection of Corona Virus PCR Kits,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,397,Pakistan Trade Atlas All 2021 HS 382200.csv
12233,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,SHENZHEN LIFOTRONIC TECHNOLOGY,,China,133302.08,0.0,USD,0.0,,0.0,,5460.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ANTIGEN GICA 25TESTKIT QTY5460 KITS 136500 TEST,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,398,Pakistan Trade Atlas All 2021 HS 382200.csv
12234,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCTS.,Karachi,PK - Pakistan,.,.,.,.,APPLIED BIOLOGICAL MATERIALS,,Canada,3.96,0.0,USD,0.0,,0.0,,5.0,KG,GenomeCoV19 Detection Kit PCR         ALL ABOVE ARE LABORATORY PCR CONSUMABLES USE FOR COVID 19 TEST QTY5.00KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,399,Pakistan Trade Atlas All 2021 HS 382200.csv
12238,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HI-TECH SCIENTIFIC INTERNATIONAL.,Rawalpindi,PK - Pakistan,.,.,.,.,NANJING VAZYME MEDICAL TECHNOLOGY CO LTD,,China,300.0,0.0,USD,0.0,,0.0,,30.0,KG,2 COVID19 RTPCR KITS  REF CD30202  LOT 7E581F1  MFG 18062021  EXP 17062022 QTY  100 TESTS  WEIGHT 30 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,400,Pakistan Trade Atlas All 2021 HS 382200.csv
12266,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BIBBY SCIENTIFIC MEA,,Cyprus,12953.47,0.0,USD,0.0,,0.0,,20.0,KG,GENESIG REAL TIME PCR COVID19 KIT 96 REACTION 20 KITS NO.ZPATHCOVID19CE,0.0,,,,,,KPAF,,BABA IMPEX,,0.0,,,,,,,,,,,401,Pakistan Trade Atlas All 2021 HS 382200.csv
12267,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ALLIED BUSINESS SYSTEM,RAWALPINDI,PK - Pakistan,.,.,.,.,GETEIN BIOTECH INC,,China,2057.5,0.0,USD,0.0,,0.0,,26.0,KG,ONE STEP TEST SARSCOV 2 ANTIGEN COLOOIDAL GOLD TOTAL 1500 KITS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,402,Pakistan Trade Atlas All 2021 HS 382200.csv
12268,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BIBBY SCIENTIFIC MEA,,Cyprus,1925.9,0.0,USD,0.0,,0.0,,2.0,KG,PRIMER DESIGN PROMAT COVID19 Q16 KITS 02 KITS NOD00068,0.0,,,,,,KPAF,,BABA IMPEX,,0.0,,,,,,,,,,,403,Pakistan Trade Atlas All 2021 HS 382200.csv
12274,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES,"OFFICE#1, 1ST FLOOR, ABC PLAZA, COMMERCIAL CENTER SATELLITE TOWN, RAWALPINDI-PAKISTAN.",PK - Pakistan,.,.,.,.,GENEEPROOF AS,,Czech Republic,19044.53,0.0,USD,0.0,,0.0,,42.0,KG,Diagnostic Reagent SARSCoV2 Coronavirus PCR Test Kits,0.0,,,,,,LPAF,,RAFAQIBS ENTERPRISES,,0.0,,,,,,,,,,,404,Pakistan Trade Atlas All 2021 HS 382200.csv
12282,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,31270.75,0.0,USD,0.0,,0.0,,5.0,KG,"ARTUS SARSCOV2 PREPAMP UM KIT 768 QTY5 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,405,Pakistan Trade Atlas All 2021 HS 382200.csv
12285,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CARE SCIENTIFIC,LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN UNI MEDICA TECHNOLOGY CO LTD,,Spain,1531.02,0.0,USD,0.0,,0.0,,25.0,KG,DIAGNOSTIC COVID 19 PCR  AND VIRAL RNA EXTRACTION TEST KITS AS PER INVOICE,0.0,,,,,,LPAF,,,,0.0,,,,,,,,,,,406,Pakistan Trade Atlas All 2021 HS 382200.csv
12287,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,301804.76,0.0,USD,0.0,,0.0,,1058.0,KG,9N7890 RT PCR DNA SARS COV2 AMP KIT FOR M ALINITY  130 KIT COMBINED WITH ALL CONSUMBLES 9N26019NO9N260211NO9N2610105NO9N26123NO9N49101NO9N200152NO9N120124NO9N2003,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,407,Pakistan Trade Atlas All 2021 HS 382200.csv
12295,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",RAZA ENTERPRISES,19 C KARACHI MARKET KHYBER BAZAR PESHAWAR.,PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LTD,,China,2450.0,0.0,USD,0.0,,0.0,,245.0,KG,COVID19I.C.T ANTIGEN RAPID TEST CASSETTESWAB 20 TEST KITS1 I.C.T COVID19 ANTIGEN RAPID TESTSWAB LOT NOATCOV21080207 EXP DT082023.BRAND ALL TEST ORIGIN CHINA QTY750 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,408,Pakistan Trade Atlas All 2021 HS 382200.csv
12296,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,598.17,0.0,USD,0.0,,0.0,,10.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 QTY 10 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,409,Pakistan Trade Atlas All 2021 HS 382200.csv
12305,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MATS INTERNATIONAL.,"OFFICE NO 1 GROUND FLOOR AMNA PLAZA, MAIN PESHAWAR ROAD, RAWALPINDI.",PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LTD,,China,16000.0,0.0,USD,0.0,,0.0,,158.0,KG,COVID 19 ANTIGEN RAPID TEST NASOPHARYNGEAL SWAB 20TEST  KIT IVD  REF NO.INCPAC0502  LOT NO. COV21080165AC0  EXP 082023  BRAND JUSCHEK  ORIGIN USA  QTY10000 TEST WEIGHT 158 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,410,Pakistan Trade Atlas All 2021 HS 382200.csv
12308,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,226.39,0.0,USD,0.0,,0.0,,2.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 QTY2 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,411,Pakistan Trade Atlas All 2021 HS 382200.csv
12323,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,1823.06,0.0,USD,0.0,,0.0,,5.0,KG,DIAGNOSTICS REAGNETSARTUS CTNG QSRGQ KIT 96 CE QTY 5 PCS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,412,Pakistan Trade Atlas All 2021 HS 382200.csv
12327,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,322.05,0.0,USD,0.0,,0.0,,3.0,KG,9N7880 SARSCOV2 CTL KIT FOR ALINITY M3 KITFOC,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,413,Pakistan Trade Atlas All 2021 HS 382200.csv
12513,29-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,280.8,0.0,USD,0.0,,0.0,,5.0,KG,SARS COV2 ANTIGEN CONTROL QTY 5 PCS BATCH NO CT3520111 MFG DT 251120 EXP DT 8522 EXP DT 8522,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,414,Pakistan Trade Atlas All 2021 HS 382200.csv
12588,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2122.68,0.0,USD,0.0,,0.0,,21.0,KG,ARC  SARSCOVID2  IGM OUS ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,415,Pakistan Trade Atlas All 2021 HS 382200.csv
12592,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,OCEANIC INTL LOGISTIC HK LTD,,China,35126.56,0.0,USD,0.0,,0.0,,1106.0,KG,Nucleic Acid Extraction Reagent Real Time PCR Kit for NovelCoronavirus 2019nCoV,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,416,Pakistan Trade Atlas All 2021 HS 382200.csv
12593,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2527.0,0.0,USD,0.0,,0.0,,50.0,KG,ARC  SARSCOVID2   IGM  100T OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,417,Pakistan Trade Atlas All 2021 HS 382200.csv
12601,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2  CAL OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,418,Pakistan Trade Atlas All 2021 HS 382200.csv
12605,27-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,10560.0,0.0,USD,0.0,,0.0,,64.0,KG,"ALPHA IVD COVID19 SAMPLING AND VIRAL RNA EXTRACTION KIT 150 EXTRACTIONSBOX LOTBCTT008 EXP052023 ,,,, QTY 64 KITS ,,,",0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,419,Pakistan Trade Atlas All 2021 HS 382200.csv
