NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS,source_data_row,source_file_name
3838,2021-06-16 03:00:00,38220090,Lain-lain,PT. RAJAERBA INDOCHEM,"JL.WARUNG BUNCIT RAYA NOMOR 8, KEL.DUREN TIGA, KEC.PANCORAN, KOTA ADM",ID - Indonesia,.,.,.,.,"CTK BIOTECH, INC","13855 STOWE DRIVE POWAY, CA 92064, USA",United States,0.0,54532.31,USD,736.0,Kg.,736.0,Kg.,50000.0,E53,ONSITE COVID-19 AG RAPID TEST,0,PK,,,,,SOEKARNO-HATTA (U),CAPITAL INTERNATIONAL APT/BEIJING,CHINA AIRLINES,,0,,,China,,,,,,,,3838,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3842,2021-06-16 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,73805000.0,IDR,38.08,Kg.,251.8,Kg.,50.0,PCE,SARS-COV-2 RAPID AG TEST NASAL 25T. VAR1 BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,North Korea,,,,,,,,3842,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3851,2021-06-16 03:00:00,38220090,Lain-lain,PT. HENINDO TECHNOLOGIES CITRAMULIA,GEDUNG PERKANTORAN PULOMAS SATU JL. AHMAD YANI NO.2 (GEDUNG I LT. 2 RU,ID - Indonesia,.,.,.,.,"KING NING INTERNATIONAL CO., LTD.","NO.46, ALLEY 21, LANE 323, SECTION 1, LAKE ROAD NE",Taiwan,0.0,96246.61,USD,132.4,Kg.,181.0,Kg.,100.0,PCE,GB SARS-COV-2 REAL TIME RT-PCR  KIT 4PCO052E GB SARS-COV-2 RT-PCR BAIK,0,PK,,,,,SOEKARNO-HATTA (U),TAIPEI,CI,,0,,,Taiwan,,,,,,,,3851,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3865,2021-06-16 03:00:00,38220090,Lain-lain,PT. HARSEN LABORATORIES,"JL. RAYA BOGOR KM 24,6 SUSUKAN - CIRACAS JAKARTA TIMUR 13750",ID - Indonesia,.,.,.,.,ODYS TECHNOLOGY INC.,"ROOM 1702,SINO CENTER,582-592 NATHAN RD.,MONGKOK",Hong Kong,0.0,465000.0,USD,652.29,Kg.,2756.0,Kg.,100000.0,PCE,SARS-COV-2 FLUORESCENTPCR,0,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,GARUDA INDONESIA,,0,,,China,,,,,,,,3865,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3868,2021-06-16 03:00:00,38220090,Lain-lain,PT. MACROCITRA ARDANASEJATI,RUKAN TAMAN MERUYA BLOK M-65 JAKARTA 11620 INDONESIA,ID - Indonesia,.,.,.,.,"HANGZHOU BIOTEST BIOTECH CO., LTD","17 FUTAI ROAD ZHONGTAI STREET,YUHANG DISTRICT HANG",China,0.0,1965026.25,CNY,4183.0,Kg.,4183.0,Kg.,300000.0,PCE,RIGHTSIGN COVID-19 ANTIGEN RAPID TEST CASSETTE (NASOPHARYNGEAL SWAB),0,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI,GARUDA INDONESIA,,0,,,China,,,,,,,,3868,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3876,2021-06-16 03:00:00,38220090,Lain-lain,PT. GENECRAFT LABS,JL. MERUYA ILIR NO.88 BUSSINES PARK KEBON JERUK BLOK F.2 NO.9,ID - Indonesia,.,.,.,.,LUMINEX CORPORATION,12201 TECHNOLOGY BLVD SUITE 130 AUSTIN,United States,0.0,61630.0,USD,308.4,Kg.,308.4,Kg.,65.0,EA,ARIES SARS COV-2 ASSAY ( 24 CASSETTES)-IVD,0,PK,,,,,SOEKARNO-HATTA (U),AUSTIN,FEDERAL EXPRESS,,0,,,United States,,,,,,,,3876,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3911,2021-06-16 03:00:00,38220090,Lain-lain,PT. HENINDO TECHNOLOGIES CITRAMULIA,GEDUNG PERKANTORAN PULOMAS SATU JL. AHMAD YANI NO.2 (GEDUNG I LT. 2 RU,ID - Indonesia,.,.,.,.,"KING NING INTERNATIONAL CO., LTD.","NO.46, ALLEY 21, LANE 323, SECTION 1, LAKE ROAD NE",Taiwan,0.0,15703.39,USD,21.6,Kg.,181.0,Kg.,100.0,PCE,GB SARS-COV-2 REAL TIME RT-PCR  KIT 4PCO052E GB LABPREP VIRAL DNA/RNA MINI KIT BAIK,0,PK,,,,,SOEKARNO-HATTA (U),TAIPEI,CI,,0,,,Taiwan,,,,,,,,3911,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3933,2021-06-16 03:00:00,38220090,Lain-lain,PT TRIDINAMIKA JAYA INSTRUMENT,"JL.BOULEVARD RAYA BLOK BA.3/15,GADING SERPONG PAKULONAN BARAT,KELAPA D",ID - Indonesia,.,.,.,.,PACIFIC TWIN TECHNOLOGIES PTE. LTD.,"100 Jalan Sultan #05-27, Sultan Plaza, Singapore",Singapore,0.0,100719.37,USD,14.22,Kg.,15.8,Kg.,100.0,PCE,BIOMAXIMA PCR 5008 SARS-COV-2 REAL TIME PCR LAB-KITTM,0,PK,,,,,SOEKARNO-HATTA (U),WARSZAWA,TRI-MG INTRA ASIA,,0,,,Poland,,,,,,,,3933,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3940,2021-06-16 03:00:00,38220090,Lain-lain,PT. SIEMENS HEALTHINEERS INDONESIA,PERKANTORAN HIJAU ARKADIA TOWER F LT.18 JL.TAHI BONAR SIMATUPANG KAV.8,ID - Indonesia,.,.,.,.,"SIEMENS HEALTHCARE DIAGNOSTICS,INC.DX IN","2150, STANLEY ROAD, SUITE 151 PLAINFIELD INDIANA",United States,0.0,1102.89,USD,10.4,Kg.,10.4,Kg.,20.0,BX,MODEL: 11207376  ADVIA CENTAUR SARS-COV-2 IGG (SCOVG) READY PACK,1,CT,,,,,SOEKARNO-HATTA (U),INDIANAPOLIS,JAPAN AIRLINES,,0,,,United States,,,,,,,,3940,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3947,2021-06-16 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,2120000.0,IDR,0.46,Kg.,1190.3,Kg.,10.0,PCE,SARS-COV-2 AG PC ELECSYS BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,Germany,,,,,,,,3947,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
3986,2021-06-16 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SAPTA SARI TAMA,"JL.CARINGIN NO.254A, BABAKAN,BABAKAN CIPARAY, BANDUNG,JAWA BARAT",ID - Indonesia,.,.,.,.,"HANGZHOU LYSUN BIOTECHNOLOGY CO.,LTD","6TH FLOOR,6TH BUILDING, NO.95 BINWEN ROAD,XIXING S",China,0.0,372500.0,USD,2915.0,Kg.,3308.0,Kg.,250250.0,PCE,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN BARU & BAIK,250,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI,GARUDA INDONESIA,,0,,,China,,,,,,,,3986,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4011,2021-06-16 03:00:00,38220090,Lain-lain,PT. MEDQUEST JAYA GLOBAL,MENARA SALEMBA LT.6 ZONA 1 JL. SALEMBA RAYA NO 5-5A JAKARTA PUSAT 1044,ID - Indonesia,.,.,.,.,"GENESYSTEM CO.,LTD.",200-9 TECHNO2-RO YUSEONG-GU DAEJEON 34028 REPUBLIC,South Korea,0.0,234100.0,USD,999.0,Kg.,999.0,Kg.,500.0,KT,"9799151401 SMARTCHEK NOVEL CORONAVIRUS (SARS-COV-2) DETECTION KIT FOR SARS-COV-2 DETECTION, 100",0,CT,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIR,,0,,,North Korea,,,,,,,,4011,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4066,2021-06-16 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG CEMERLANG,RUKO MEGA GROSIR CEMPAKA MAS BLOK P 36/37 JL.LETJEND SUPRAPTO,ID - Indonesia,.,.,.,.,"ZHUHAI LITUO BIOTECHNOLOGY CO.,LTD","NO.35 YONGAN THREE ROAD,JINWAN DISTRICT,ZHUHAI,GUA",China,0.0,62324.0,USD,725.0,Kg.,725.0,Kg.,50000.0,E53,LITUO COVID-19 ANTIGEN-SWAB DETECTION KIT KOND:BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,CHINA SOUTHERN,,0,,,China,,,,,,,,4066,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4079,2021-06-16 03:00:00,38220090,Lain-lain,PT. ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,4770000.0,IDR,1.04,Kg.,1190.3,Kg.,20.0,PCE,SARS-COV-2 EXTRACTION SOLUTION BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,Germany,,,,,,,,4079,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4089,2021-06-16 03:00:00,38220090,Lain-lain,PT. JOY INDO MEDIKA,JL WR SUPRATMAN 168 BALI-INDONESIA,ID - Indonesia,.,.,.,.,"HANGZHOU CLONGENE BIOTECH CO., LTD.","NO.1 YICHUANG ROAD,YUHANG SUB-DISTRICT,YUHANG DIST",China,0.0,310400.0,CNY,1896.0,Kg.,2100.0,Kg.,150000.0,PCE,SWAB ANTIGEN COV TEST BAIK-BARU,120,CT,,,,,TANJUNG PRIOK,SHANGHAI,KMTC DALIAN,,0,,,China,,,,,,,,4089,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4127,2021-06-15 03:00:00,38220090,Lain-lain,PT. GENECRAFT LABS,JL. MERUYA ILIR NO.88 BUSSINES PARK KEBON JERUK BLOK F.2 NO.9,ID - Indonesia,.,.,.,.,LUMINEX CORPORATION,12201 TECHNOLOGY BLVD SUITE 130 AUSTIN,United States,0.0,83958.79,USD,403.68,Kg.,635.0,Kg.,89.0,EA,ARIES SARS COV-2 ASSAY ( 24 CASSETTES)-IVD,0,PK,,,,,SOEKARNO-HATTA (U),AUSTIN,FEDERAL EXPRESS,,0,,,United States,,,,,,,,4127,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4128,2021-06-15 03:00:00,38220090,Lain-lain,PT. NUSANTARA BINA DIAGNOSTIKA,"PERTOKOAN BALI VIEW NO 35, JL RAJAWALI, KEC. PISANGAN CIPUTAT TIMUR, K",ID - Indonesia,.,.,.,.,"KH MEDICAL CO.,LTD.","C-1402 947 HANAM DAERO, HANAM-SI, GYEONGGI-DO 12982 REP. OF KOREA",South Korea,0.0,47667.81,USD,56.0,Kg.,56.0,Kg.,90.0,PCE,RADI COVID-19 DETECTION KIT,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON,KOREAN AIR,,0,,,North Korea,,,,,,,,4128,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4161,2021-06-15 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,7090.27,USD,24.49,Kg.,1057.0,Kg.,100.0,EA,6R8722 ARC SARS-COVID-2 100 OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4161,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4192,2021-06-15 03:00:00,38220090,Lain-lain,PT. INOVASI MEDIK INDONESIA,"TAMAN BUARAN INDAH I,BLOK W/400 RT.005 RW.014 KLENDER DUREN SAWIT",ID - Indonesia,.,.,.,.,"BIOHIT HEALTHCARE HEFEI CO.,LTD","BUILDING D9,INNOVATION PARK WEST WANGJIANG ROAD NO",China,0.0,37482.48,USD,453.6,Kg.,514.0,Kg.,25200.0,E53,SARS-COV-2 ANTIGEN RAPID TEST KIT (FLUORESCENCE IMMUNOCHROMATOGRAPHY),56,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CHINA EASTERN AIR,,0,,,China,,,,,,,,4192,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4203,2021-06-15 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,67206.36,USD,232.1,Kg.,1057.0,Kg.,200.0,EA,6R8622 ARC SARS-COVID-2 100T OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4203,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4227,2021-06-15 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,552.51,USD,0.3,Kg.,16.0,Kg.,2.0,EA,6S6112 ALINITY SARS COV2 IGGII QUANT CO,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4227,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4242,2021-06-15 03:00:00,38220090,Lain-lain,PT. CITRA WIRA BAWANA,JL.KH WAHID HASYIM NO.172 LT.3 KEL.KAMPUNG BALI KE. TANAH ABANG,ID - Indonesia,.,.,.,.,LG INTERNATIONAL CORP,"LG GWANGHWAMOON B/D 58 SAEMUNA-RO, JONGNO-GU",South Korea,0.0,378196.51,USD,158.0,Kg.,158.0,Kg.,15000.0,PCE,"A PART OF COVID 19 SAMPLE COLLECTION KIT BIOSEWOOM (PCR)REAL-Q 2019-NCOV DETECTION KIT BAIK,BARU",0,PK,,,,,SOEKARNO-HATTA (U),INCHEON,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,4242,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4259,2021-06-15 03:00:00,38220090,Lain-lain,PT. SIEMENS HEALTHINEERS INDONESIA,PERKANTORAN HIJAU ARKADIA TOWER F LT.18 JL.TAHI BONAR SIMATUPANG KAV.8,ID - Indonesia,.,.,.,.,"SIEMENS HEALTHCARE DIAGNOSTICS,INC.DX IN","2150, STANLEY ROAD, SUITE PLAINFIELD IN 46168",United States,0.0,847.17,USD,6.35,Kg.,8.0,Kg.,13.0,BX,MODEL: 11207378  ADVIA CENTAUR SARS-COV-2 IGG QUALITY CONTROL (SCOVG QC),1,CT,,,,,SOEKARNO-HATTA (U),INDIANAPOLIS,JAPAN AIRLINES,,0,,,United States,,,,,,,,4259,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4287,2021-06-15 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,235.9,USD,0.13,Kg.,16.0,Kg.,1.0,EA,6S6102 ALINITY SARS COV2 IGGII QUANT CA,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4287,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4297,2021-06-15 03:00:00,38220090,Lain-lain,PT. CAHAYA MEDICAL INDONESIA,"KAWASAN PELABUHAN PERIKANAN MUARA ANGKE, JL. PENDARATAN IKAN NO.5 C, K",ID - Indonesia,.,.,.,.,HANG ZHOU REALY TECHNOLOGY COMPANY LIMIT,"4TH FLOOR,#12 BUILDING, THE SECOND PHASE, EASTERN",China,0.0,2730.0,USD,7.0,Kg.,7.0,Kg.,500.0,PCE,NOVEL CORONAVIRUS (SARS-COV-2) ANTIGEN RAPID TEST CASSETTE (SWAB),0,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,GA,,0,,,China,,,,,,,,4297,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4333,2021-06-15 03:00:00,38220090,Lain-lain,PT. INDOCORE PERKASA,GRAHA MAS PEMUDA BLOK AB NO.19 KEL.JATI KEC.PULO GADUNG JAKARTA,ID - Indonesia,.,.,.,.,"PRIMEADIA CO.,LTD",#930 415 HEUNGAN-DAERO DONGAN-GU ANYANG-SI GYEONGG,South Korea,0.0,24545.7,USD,220.0,Kg.,249.0,Kg.,500.0,BX,P4DETECT COVID-19 AG,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,GARUDA INDONESIA,,0,,,North Korea,,,,,,,,4333,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4340,2021-06-15 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,8064.88,USD,27.85,Kg.,1057.0,Kg.,12.0,EA,6R9022 ALINITY  SARS-COVID-2 200T OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4340,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4364,2021-06-15 03:00:00,38220090,Lain-lain,PT. GENECRAFT LABS,JL. MERUYA ILIR NO.88 BUSSINES PARK KEBON JERUK BLOK F.2 NO.9,ID - Indonesia,.,.,.,.,LUMINEX CORPORATION,12201 TECHNOLOGY BLVD SUITE 130 AUSTIN,United States,0.0,48111.21,USD,231.32,Kg.,635.0,Kg.,51.0,EA,ARIES SARS COV-2 ASSAY ( 24 CASSETTES)-IVD,0,PK,,,,,SOEKARNO-HATTA (U),AUSTIN,FEDERAL EXPRESS,,0,,,United States,,,,,,,,4364,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4367,2021-06-15 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,6720.74,USD,5.1,Kg.,33.0,Kg.,10.0,EA,6R9022 ALINITY SARS COV-2 IGG 200T OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4367,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4378,2021-06-15 03:00:00,38220090,Lain-lain,PT. JOY INDO MEDIKA,JL WR SUPRATMAN BLOK NO 168 KESIMAN DENPASAR TIMUR,ID - Indonesia,.,.,.,.,HANGZHOU CLONGENE BIOTECH CO LTD,"NO 1 YICHUANG RD, YUHANG SUB DISTRICT YUHANG DISTR",China,0.0,119827.1,CNY,632.0,Kg.,700.0,Kg.,50000.0,PCE,SWAB ANTIGEN ( COVID TEST 19  ANTIGEN RAPID TEST ) BAIK BARU,0,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,GA,,0,,,China,,,,,,,,4378,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4435,2021-06-15 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,2127.23,USD,1.61,Kg.,33.0,Kg.,15.0,EA,6R9122 ALINITY SARS COV-2 IGM 200T OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4435,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4468,2021-06-14 03:00:00,38220090,Lain-lain,PT. SARANA KARYA MEDIKA,"UBUD VILLAGE BLOK KINTAMANI C.1/15, KEL. SUDIMARA TIMUR, KEC. CILEDUG,",ID - Indonesia,.,.,.,.,"NANTONG EGENS BIOTECHNOLOGY CO.,LTD","BLOCK A NO.15 BUILDING , NO.1692 XINGHU AVENUE, NA",China,0.0,35776.84,USD,378.0,Kg.,408.0,Kg.,30000.0,PCE,SARS-COV-2 ANTIGEN RAPID TEST BAIK DAN BARU,0,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,GARUDA  INDONESIA,,0,,,China,,,,,,,,4468,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4561,2021-06-14 03:00:00,38220090,Lain-lain,PT. CAHAYA MEDICAL INDONESIA,"KAWASAN PELABUHAN PERIKANAN MUARA ANGKE, JL. PENDARATAN IKAN NO.5 C, K",ID - Indonesia,.,.,.,.,HANG ZHOU REALY TECHNOLOGY COMPANY LIMIT,"4TH FLOOR, #12 BUILDING, THE SECOND PHASE, EASTERN",China,0.0,103906.0,USD,625.0,Kg.,747.0,Kg.,50000.0,PCE,NOVEL CORONAVIRUS (SARS-COV-2) ANTIGEN RAPID TEST CASSETTE (SWAB),0,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,MU,,0,,,China,,,,,,,,4561,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4572,2021-06-14 03:00:00,38220090,Lain-lain,PT. RAJAERBA INDOCHEM,"JL.WARUNG BUNCIT RAYA NOMOR 8, KEL.DUREN TIGA, KEC.PANCORAN, KOTA ADM",ID - Indonesia,.,.,.,.,"CTK BIOTECH, INC","13855 STOWE DRIVE POWAY, CA 92064, USA",United States,0.0,271491.71,USD,3750.0,Kg.,3750.0,Kg.,250000.0,E53,ONSITE COVID-19 AG RAPID TEST,0,PK,,,,,SOEKARNO-HATTA (U),CAPITAL INTERNATIONAL APT/BEIJING,CHINA AIRLINES,,0,,,China,,,,,,,,4572,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4676,2021-06-11 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,1094.26,USD,0.95,Kg.,43.0,Kg.,9.0,EA,6R8612 ARC SARS COVID 2 CTL OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4676,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4686,2021-06-11 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,1179.52,USD,1.02,Kg.,43.0,Kg.,5.0,EA,6S6002 ARC  SARS COVID 2  IGGII QUANT CAL,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4686,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4779,2021-06-11 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,828.76,USD,0.72,Kg.,43.0,Kg.,3.0,EA,6S6112 ALNITY  SARS COVID 2  IGGII QUANT CO,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4779,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
4835,2021-06-11 03:00:00,38220090,Lain-lain,PT. ABBOTT PRODUCTS INDONESIA,WISMA PONDOK INDAH 2 LT.10 SUITE 1000 JL. SULTAN ISKANDAR MUDA KAV. V-,ID - Indonesia,.,.,.,.,ABBOTT  DIAGNOSTICS GMBH,MAX-PLANCK-RING 2 65205 WIESBADEN GERMANY,Germany,0.0,53.86,USD,0.05,Kg.,43.0,Kg.,1.0,EA,6R9102 ALINITY SARS COVID 2  IGM CAL OUS,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,EMIRATES,,0,,,Ireland,,,,,,,,4835,Trade Atlas - 01-03-2022 - File ID 0048957745.xlsx
