no,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
6185,2021-01-20 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. BINTANG CEMERLANG,ITC CEMPAKA MAS GROSIR LT.4 BLOK K NO.898 JL. LETJEN SUPRAPTO,ID - Indonesia,.,.,.,.,"SHENZHEN GONGXIANGGOU INTERNET CO.,LTD","ADDRESS : 407 TEZHOU BUILDING, 246 PINGLONG EAST",China,0.0,2208.0,USD,10.0,Kg.,10.0,Kg.,1920.0,PCE,NOVEL CORONAVIRUS COVID-19 ANTIGEN TEST KIT (COLLOIDAL GOLD METHOD),4,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,SQ,,0,,,China,,,,,,,,312,Indonesia 2021-version-13.csv
6199,2021-01-20 03:00:00,38220090,Lain-lain,PT INDOFARMA TBK,"JL. TAMBAK NO.2, KEL. KEBON MANGGIS, KEC. MATRAMAN, JAKARTA TIMUR",ID - Indonesia,.,.,.,.,LG INTERNATIONAL CORP,"LG GWANGHWAMOON B/D, 58, SAEMUNA-RO ,SEOUL, KOREA",South Korea,0.0,165000.0,USD,184.0,Kg.,184.0,Kg.,20000.0,NIU,PCR REAL-Q 2019-NCOV DETECTION KIT,8,CT,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,313,Indonesia 2021-version-13.csv
6243,2021-01-20 03:00:00,38220090,Lain-lain,PT. BIOCARE SEJAHTERA,RUKO KRANGGAN PERMAI BLOK RT017 NO. 30 RT. 002 RW. 016 JATI SAMPURNA,ID - Indonesia,.,.,.,.,MARLIJU,"33, DONGMYEONG-RO, 170BEON-GIL,3FL BUSAN-SI NAM-GU",South Korea,0.0,53483.4,USD,213.83,Kg.,216.0,Kg.,200.0,KT,NGB561V-096 NGENEPLEXTM NCOV QRT-PCR KIT (19200 PIECE) -,0,PK,,,,,SOEKARNO-HATTA (U),SEOUL,FEDERAL EXPREES C,,0,,,North Korea,,,,,,,,314,Indonesia 2021-version-13.csv
6274,2021-01-20 03:00:00,38220090,Lain-lain,PT. KARYA PUTRA ANDALAN,JL. RAYA I GUSTI NGURAH RAI KAV. A1 NO. 11 - 12 RUKO PURI MAS,ID - Indonesia,.,.,.,.,IVAYA BIO & INDUSTRY CO LTD,"801-819, 33 DONGBAEK 3-RO 11BEON-GIL GIHEUNG-GU, YONGIN-SI GYEONGGI-DO, KOREA",South Korea,0.0,30000.34,USD,6.0,Kg.,6.0,Kg.,37.0,PCE,WIZDXTM COVID-19 CRYSTALMIX PCR KIT (96T),1,PK,,,,,JUANDA (U)-SURABAYA,INCHEON INTL APT/SEOUL,SINGAPORE AIRLINES,,0,,,North Korea,,,,,,,,315,Indonesia 2021-version-13.csv
6306,2021-01-20 03:00:00,38220090,Lain-lain,PT. KARYA PUTRA ANDALAN,JL. RAYA I GUSTI NGURAH RAI KAV. A1 NO. 11 - 12 RUKO PURI MAS,ID - Indonesia,.,.,.,.,IVAYA BIO & INDUSTRY CO LTD,"801-819, 33 DONGBAEK 3-RO 11BEON-GIL GIHEUNG-GU, YONGIN-SI GYEONGGI-DO, KOREA",South Korea,0.0,276006.72,USD,76.89,Kg.,115.0,Kg.,443.0,PCE,WIZDXTM COVID-19 CRYSTALMIX PCR KIT(48T),10,PK,,,,,JUANDA (U)-SURABAYA,INCHEON INTL APT/SEOUL,SINGAPORE AIRLINES,,0,,,North Korea,,,,,,,,316,Indonesia 2021-version-13.csv
6318,2021-01-20 03:00:00,38220090,Lain-lain,EMBASSY OF THE UNITED STATES OF AMERICA,JL. MEDAN MERDEKA SELATAN NO.5 JAKARTA PUSAT,ID - Indonesia,.,.,.,.,HELVETICA HEALTH CARE SARL,"HALLE DE FRET 4, EX LOCAL 1063 PO BOX 1158 CH-1211",Switzerland,0.0,531.0,USD,1.49,Kg.,5.0,Kg.,2.0,EA,NATSARS(COV2)-NEG NATROL SARS-COV-2 NEGATIVE CONTROL,0,PK,,,,,SOEKARNO-HATTA (U),GENEVE,EMIRATES,,0,,,United States,,,,,,,,317,Indonesia 2021-version-13.csv
6323,2021-01-20 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,12720000.0,IDR,4.64,Kg.,970.6,Kg.,60.0,PCE,SARS-COV-2 AG PC ELECSYS BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,Germany,,,,,,,,318,Indonesia 2021-version-13.csv
6332,2021-01-20 03:00:00,38220090,Lain-lain,PT. UBC MEDICAL INDONESIA,JALAN RAWA GELAM V BLOK L KAV 11-13 KAWASAN INDUSTRI PULOGADUNG,ID - Indonesia,.,.,.,.,PERKINELMER SINGAPORE PTE LTD,2 TUKANG INNOVATION GROVE 04-01 JTC MEDTECH HUB ME,Singapore,0.0,634303.24,USD,1175.0,Kg.,1175.0,Kg.,2500.0,KT,"PERKINELMER SARS-COV-2 REAL-T REAGENTS,DIAG,NOT ANTIGEN BAIK, BARU",0,PK,,,,,SOEKARNO-HATTA (U),SINGAPORE,MY INDO AIRLINES,,0,,,China,,,,,,,,319,Indonesia 2021-version-13.csv
6339,2021-01-20 03:00:00,38220090,Lain-lain,PT. BIOCARE SEJAHTERA,RUKO KRANGGAN PERMAI BLOK RT017 NO. 30 RT. 002 RW. 016 JATI SAMPURNA,ID - Indonesia,.,.,.,.,MARLIJU,"33, DONGMYEONG-RO, 170BEON-GIL,3FL BUSAN-SI NAM-GU",South Korea,0.0,337.66,USD,1.35,Kg.,216.0,Kg.,10.0,KT,NGB561R-012 NGENEPLEXTM NCOV QRT-PCR KIT (120 PIECE) -,0,PK,,,,,SOEKARNO-HATTA (U),SEOUL,FEDERAL EXPREES C,,0,,,North Korea,,,,,,,,320,Indonesia 2021-version-13.csv
6342,2021-01-20 03:00:00,38220090,Lain-lain,PT. ENVIRO MEDITECH PRATAMA,"JL. TANAH ABANG II NO. 67, KEL. PETOJO SELATAN, KEC. GAMBIR, KOTAM.",ID - Indonesia,.,.,.,.,SHICAI GLOBAL LIMITED,"24/F., PROSPEROUS COMMERCIAL BUILDING, 54-58 JARDI",Hong Kong,0.0,65787.3,USD,6.06,Kg.,60.0,Kg.,10032.0,PCE,FOSUN NOVEL CORONAVIRUS (2019-NCOV) RT-PCR DETECTION KIT KOND. BAIK/BARU,1,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CHINA EASTERN,,0,,,China,,,,,,,,321,Indonesia 2021-version-13.csv
6348,2021-01-20 03:00:00,38220090,Lain-lain,PT. STANDARD BIOSENSOR INDONESIA,"L'AVENUE OFFICE TOWER LANTAI 21 UNIT C, JALAN RAYA PASAR MINGGU KAV16",ID - Indonesia,.,.,.,.,BIONEER CORPORATION,"8-11, MUNPYEONG-SEORO DAEDEOK-GU,DAEJOEN 34302",South Korea,0.0,103179.9,USD,177.87,Kg.,284.0,Kg.,350.0,PCE,ACCUPOWER COVID-19 REAL-TIME RT-PCR KIT(48T) BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,322,Indonesia 2021-version-13.csv
6383,2021-01-19 03:00:00,38220090,Lain-lain,PT ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33, 35, 36,JL JEND SUDIRMAN NOMOR 48A RT.003 / RW",ID - Indonesia,.,.,.,.,TIB MOLBIOL,"ERESBURGSTRASSE 22-23,BERLIN,BERLIN GERMANY",Germany,0.0,32237.07,EUR,4.5,Kg.,5.0,Kg.,400.0,PCE,SARS-COV-2 (COVID19) RDRP,0,PK,,,,,SOEKARNO-HATTA (U),BERLIN,K-MILE,,0,,,Germany,,,,,,,,323,Indonesia 2021-version-13.csv
6386,2021-01-19 03:00:00,38220090,Lain-lain,PT ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33, 35, 36 JL JEND SUDIRMAN NOMOR 48A RT.003 / RW",ID - Indonesia,.,.,.,.,TIB MOLBIOL,"ERESBURGSTRASSE 22-23,N.A.,BERLIN GERMANY GERMANY",Germany,0.0,32237.07,EUR,5.04,Kg.,5.6,Kg.,400.0,PCE,SARS-COV-2 (COVID19) RDRP,0,PK,,,,,SOEKARNO-HATTA (U),BERLIN,SINGAPORE AIRLINE,,0,,,Germany,,,,,,,,324,Indonesia 2021-version-13.csv
6387,2021-01-19 03:00:00,38220090,Lain-lain,PT. GENETIKA SCIENCE INDONESIA,RUKAN GREAT WALL GREEN LAKE CITY BLOK C NO. 19-21 PETIR CIPONDOH,ID - Indonesia,.,.,.,.,AXIL SCIENTIFIC PTE LTD,"41 SCIENCE PARK #04-08, THE GEMINI,SINGAPORE SCIEN",Singapore,0.0,558.57,USD,10.11,Kg.,117.0,Kg.,1.0,PCE,"LABORATORY REAGENT : HIS-TAGGED SARS-COV-2 RBD GENE, 20 ┐G BAIK, BARU",0,PK,,,,,SOEKARNO-HATTA (U),SINGAPORE,SINGAPORE AIRLINE,,0,,,Singapore,,,,,,,,325,Indonesia 2021-version-13.csv
6390,2021-01-19 03:00:00,38220090,Lain-lain,PT. MINDRAY MEDICAL INDONESIA,"GD. MENARA DEA II LT.17, JL.MEGA KUNINGAN  BARAT KAV.E.4.3 NO.1-2,",ID - Indonesia,.,.,.,.,SHENZEN MINDRAY BIO MEDICAL ELECTRONICS,"MINDRAY  BUILDING KEJI 12 TH ROAD SOUTH,HIGHT",China,0.0,119285.0,USD,457.0,Kg.,914.0,Kg.,500.0,PCE,MINDRAY SARS-COV-2 IGG(CLIA) SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 IGG (CLIA),0,CT,,,,,SOEKARNO-HATTA (U),SHENZHEN,GARUDA INDONESIA,,0,,,China,,,,,,,,326,Indonesia 2021-version-13.csv
6426,2021-01-19 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,7010460000.0,IDR,336.6,Kg.,678.9,Kg.,1800.0,PCE,ANTI-SARS-COV-2 ELECSYS COBAS E 200 BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,North Korea,,,,,,,,327,Indonesia 2021-version-13.csv
6499,2021-01-19 03:00:00,38220090,Lain-lain,PT. SETIA ANUGRAH MEDIKA,JALAN MITRA SUNTER BOULEVARD B/39  YOS SUDARSOKAV 89 KEL SUNTER,ID - Indonesia,.,.,.,.,"SHENZEN YHLO BIOTECH CO., LTD",BUILDING 1 YHLO BIOPAK BAOLONG 2ND ROAD BAOLONG,China,0.0,638.82,USD,6.84,Kg.,140.0,Kg.,2.0,NIU,2019-NCOV IGM CONTROL,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,328,Indonesia 2021-version-13.csv
6518,2021-01-19 03:00:00,38220090,Lain-lain,PT. ANGLER BIOCHEMLAB,"JL. SAWO NO. 17-19, KEL. BRINGIN, KEC. SAMBIKEREP, KOTA SURABAYA, PROP",ID - Indonesia,.,.,.,.,"KUANG CHENG BIOTECH SERVICE CO., LTD.","15F., NO. 102,  SEC. 1, XINTAI 5TH RD., XIZHI DIST",Taiwan,0.0,80909.94,USD,79.85,Kg.,299.0,Kg.,1.0,SET,"COVID-19 (QD302) VIRUS RNA RT-QPCR DETECTION KIT (42000TEST), 157PK, * ORFLAB/N2/RP TOPGEN",0,CT,,,,,NGURAH RAI (U),TAIPEI,CHINA AIRLINES,,0,,,Taiwan,,,,,,,,329,Indonesia 2021-version-13.csv
6549,2021-01-19 03:00:00,38220090,Lain-lain,PT. SUMIFIN CITRA ABADI,RUKO BANJAR WIJAYA BLOK B1 NO.7 CIPONDOH TANGERANG 15141,ID - Indonesia,.,.,.,.,3D BIOMEDICINE SCIENCE ANDTECHNOLOGY CO,BUILDING 2A 158 XINJUNHUAN ROAD SHANGHAI CHINA,China,0.0,29020.0,USD,50.0,Kg.,90.0,Kg.,10000.0,PCE,3DMED 2019-NCOV RT-QPCR DETECTION KIT,1,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI,CHINA AIRLINES,,0,,,China,,,,,,,,330,Indonesia 2021-version-13.csv
6569,2021-01-19 03:00:00,38220090,Lain-lain,PT. INDOLAB ARTHA MEDIKA,"KOMP RUKO SUNTER PARADISE TAHAP II BLOK A-4,NO 43 RT 012 RW 019 KEL SU",ID - Indonesia,.,.,.,.,JIANGSU MOLE BIOSCIENCE CO. LTD,"6TH FLOOR, BUILDING G116,NO805 JIAN,E, PHARMACEUTICAL HIGH-TECH DISTRI",China,0.0,1844.77,USD,5.0,Kg.,9.5,Kg.,600.0,PCE,SARS-COV-2 ANTIGEN TEST CASSETTE (NASAL SWAB SPECIMEN)--20PCS/KIT,0,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,MY INDO AIRLINES,,0,,,China,,,,,,,,331,Indonesia 2021-version-13.csv
6570,2021-01-19 03:00:00,38220090,Lain-lain,PT. SETIA ANUGRAH MEDIKA,JALAN MITRA SUNTER BOULEVARD B/39  YOS SUDARSOKAV 89 KEL SUNTER,ID - Indonesia,.,.,.,.,"SHENZEN YHLO BIOTECH CO., LTD",BUILDING 1 YHLO BIOPAK BAOLONG 2ND ROAD BAOLONG,China,0.0,638.82,USD,6.84,Kg.,140.0,Kg.,2.0,NIU,2019-NCOV IGG CONTROL,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,332,Indonesia 2021-version-13.csv
6590,2021-01-19 03:00:00,38220090,Lain-lain,PT. ANGLER BIOCHEMLAB,"JL. SAWO NO. 17-19, KEL. BRINGIN, KEC. SAMBIKEREP, KOTA SURABAYA, PROP",ID - Indonesia,.,.,.,.,"KUANG CHENG BIOTECH SERVICE CO., LTD.","15F., NO. 102,  SEC. 1, XINTAI 5TH RD., XIZHI DIST",Taiwan,0.0,105182.92,USD,103.81,Kg.,299.0,Kg.,1.0,SET,"COVID-19 1-STEP RT-QPCR KIT (10000TEST), 13PK, *RDRP/ N2, *RP, *E TOPGEN",1,CT,,,,,NGURAH RAI (U),TAIPEI,CHINA AIRLINES,,0,,,Taiwan,,,,,,,,333,Indonesia 2021-version-13.csv
6604,2021-01-19 03:00:00,38220090,Lain-lain,PT. MINDRAY MEDICAL INDONESIA,"GD. MENARA DEA II LT.17, JL.MEGA KUNINGAN  BARAT KAV.E.4.3 NO.1-2,",ID - Indonesia,.,.,.,.,SHENZEN MINDRAY BIO MEDICAL ELECTRONICS,"MINDRAY  BUILDING KEJI 12 TH ROAD SOUTH,HIGHT",China,0.0,119285.0,USD,457.0,Kg.,914.0,Kg.,500.0,PCE,MINDRAY SARS-COV-2 IGM(CLIA) SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 IGM (CLIA),0,CT,,,,,SOEKARNO-HATTA (U),SHENZHEN,GARUDA INDONESIA,,0,,,China,,,,,,,,334,Indonesia 2021-version-13.csv
6613,2021-01-19 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,9814608000.0,IDR,1736.64,Kg.,4720.0,Kg.,4320.0,PCE,SARS-COV-2 RAPID AG TEST 25T. (EN) BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),FRANKFURT AM MAIN,CARGOLUX,,0,,,North Korea,,,,,,,,335,Indonesia 2021-version-13.csv
6637,2021-01-19 03:00:00,38220090,Lain-lain,PT. SETIA ANUGRAH MEDIKA,JALAN MITRA SUNTER BOULEVARD B/39  YOS SUDARSOKAV 89 KEL SUNTER,ID - Indonesia,.,.,.,.,"SHENZEN YHLO BIOTECH CO., LTD",BUILDING 1 YHLO BIOPAK BAOLONG 2ND ROAD BAOLONG,China,0.0,2555.27,USD,27.34,Kg.,140.0,Kg.,10.0,NIU,IFLASH-SARS-COV-2 IGM,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,,0,,,China,,,,,,,,336,Indonesia 2021-version-13.csv
6650,2021-01-19 03:00:00,38220090,Lain-lain,MITRA BAHAGIA CITRA MEDIKA,JL.RAYA KALIRUNGKUT 27 BLOK C-63 SURABAYA,ID - Indonesia,.,.,.,.,"ACON BIOTECH(HANGZHOU)CO.,LTD.","NO.210 ZHENZHONG ROAD,WEST LAKE DISTRICT,HANGZHOU",China,0.0,40098.5,USD,270.0,Kg.,288.0,Kg.,20000.0,PCE,SARS-COV-2 ANTIGEN RAPID TEST (25T/KIT) (AKL 20303026620) KOND. BAIK/BARU,25,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI,GARUDA INDONESIA,,0,,,China,,,,,,,,337,Indonesia 2021-version-13.csv
6717,2021-01-18 03:00:00,38220090,Lain-lain,PT. MEDQUEST JAYA GLOBAL,MENARA SALEMBA LT.6 ZONA 1 JL. SALEMBA RAYA NO 5-5A JAKARTA PUSAT 1044,ID - Indonesia,.,.,.,.,"GENESYSTEM CO.,LTD.",200-9 TECHNO2-RO YUSEONG-GU DAEJEON 34028 REPUBLIC,South Korea,0.0,207644.11,USD,537.79,Kg.,544.0,Kg.,260.0,KT,SMARTCHECK NOVEL CORONAVIRUS DETECTION KIT FOR SARS-COV-2 DETECTION 100 TEST (25 TEST CHIPS)/PK,0,CT,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,338,Indonesia 2021-version-13.csv
6839,2021-01-18 03:00:00,38220090,Lain-lain,PT. INDOLAB ARTHA MEDIKA,KOMP. RUKO SUNTER PARADISE TAHAP II BLOK A-4 NO. 43  KEL. SUNTER AGUNG,ID - Indonesia,.,.,.,.,SANSURE BIOTECH INC,NO.680 LUSONG ROAD HI-TECH DEVELOPMENT ZONE YUELU,China,0.0,135348.81,USD,14.0,Kg.,63.0,Kg.,19200.0,PCE,NOVEL CORONAVIRUS (2019-NCOV)NUCLEIC ACID DIAGNOSTIC KIT (PCR-FLUORESCENCE PROBING) BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),CHANGSHA,CZ,,0,,,China,,,,,,,,339,Indonesia 2021-version-13.csv
6841,2021-01-18 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SANSICO NATURA RESOURCES,"GRAND ITC PERMATA HIJAU KANTO DIAMOND,NO.11-12, JL.ART PERMATA HIJAU,",ID - Indonesia,.,.,.,.,"ZHONGJIN HUABAO (HK) INVESTMENT CO., LTD","UNIT 2002C,20/F MULTIFIELD COMMERCIAL CENTER,426 S",Hong Kong,0.0,142992.59,USD,1135.26,Kg.,1261.4,Kg.,50000.0,PCE,STRONGSTEP SARS-COV-2 ANTIGEN RAPID TEST MANUFACTURED BY LIMING BIO,0,PK,,,,,SOEKARNO-HATTA (U),HONG KONG,RAYA AIRWAYS,,0,,,Hong Kong,,,,,,,,340,Indonesia 2021-version-13.csv
6922,2021-01-18 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,9814608000.0,IDR,1736.64,Kg.,4720.0,Kg.,4320.0,PCE,SARS-COV-2 RAPID AG TEST 25T. (EN) BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,North Korea,,,,,,,,341,Indonesia 2021-version-13.csv
6923,2021-01-18 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,9814608000.0,IDR,1736.64,Kg.,3776.0,Kg.,4320.0,PCE,SARS-COV-2 RAPID AG TEST 25T. (EN) BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,North Korea,,,,,,,,342,Indonesia 2021-version-13.csv
7015,2021-01-18 03:00:00,38220090,Lain-lain,PT.ROCHE INDONESIA,"GEDUNG AIA LANTAI 32,33,35,36 JL.JEND.SUDIRMAN 48A-003/004,KARET SEMAN",ID - Indonesia,.,.,.,.,ROCHE DIAGNOSTICS INTERNATIONAL LTD,FORRENSTRASSE 2 CH-6343 ROTKREUZ/SWITZERLAND,Switzerland,0.0,5888764800.0,IDR,1041.98,Kg.,3776.0,Kg.,2592.0,PCE,SARS-COV-2 RAPID AG TEST 25T. (EN) BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),LUXEMBOURG,CARGOLUX,,0,,,North Korea,,,,,,,,343,Indonesia 2021-version-13.csv
7021,2021-01-18 03:00:00,38220090,Lain-lain,PT. MULTIGUNA CIPTASENTOSA,"JL. PHH. MUSTOPA SURAPATI CORE BLOK M NO. 1, KEL. PASIRLAYUNG, KEC. CI",ID - Indonesia,.,.,.,.,"PCL, INC.","701 STAR VALLEY 99, DIGITAL-RO 9-GIL,GEUMCHEON-GU,",South Korea,0.0,20276.11,USD,15.0,Kg.,18.0,Kg.,1.0,KT,"PCL PCLMD NCOV COVID19, SPEEDY BAG RT-PCR KIT",0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIR,,0,,,North Korea,,,,,,,,344,Indonesia 2021-version-13.csv
7038,2021-01-18 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. SAPTA SARI TAMA,"JL.CARINGIN NO.254A, BABAKAN,BABAKAN CIPARAY, BANDUNG,JAWA BARAT",ID - Indonesia,.,.,.,.,"HANGZHOU LYSUN BIOTECHNOLOGY CO.,LTD","6TH FLOOR,6TH BUILDING, NO.95 BINWEN ROAD,XIXING S",China,0.0,243750.0,USD,1457.5,Kg.,1568.0,Kg.,125000.0,PCE,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN BARU & BAIK,125,PK,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,CHINA EASTERN AIR,,0,,,China,,,,,,,,345,Indonesia 2021-version-13.csv
7048,2021-01-18 03:00:00,38220090,Lain-lain,PT. MEDQUEST JAYA GLOBAL,MENARA SALEMBA LT.6 ZONA 1 JL. SALEMBA RAYA NO 5-5A JAKARTA PUSAT 1044,ID - Indonesia,.,.,.,.,CEPHEID HBDC SAS,VIRA SOLELH 81470 MAURENS-SCOPONT FRANCE,France,0.0,183111.0,USD,561.0,Kg.,561.0,Kg.,900.0,KT,"XPRSARS-COV2-10 KIT, XPRESS, SARS-COV-2, 10 TEST",0,CT,,,,,SOEKARNO-HATTA (U),ARLANDA APT/STOCKHOLM,QATAR AIRWAYS,,0,,,Sweden,,,,,,,,346,Indonesia 2021-version-13.csv
7068,2021-01-18 03:00:00,38220090,Lain-lain,PT. EXXEL UTAMA,"JL.RAJAWALI SELATAN RAYA BLOK C5/2,RUKAN MULTIGUNA KEMAYORAN BLOK 6 N,",ID - Indonesia,.,.,.,.,"GUANGZHOU WONDFO BIOTECH CO., LTD.","NO.8 LIZHISHAN ROAD,SCIENCE CITY,LUOGANG DISTRICT,",China,0.0,1608.47,USD,13.23,Kg.,29.4,Kg.,1100.0,PCE,FINECARE SARS-COV-2 IGM/IGG TEST,0,PK,,,,,SOEKARNO-HATTA (U),GUANGZHOU,RAYA AIRWAYS,,0,,,China,,,,,,,,347,Indonesia 2021-version-13.csv
7091,2021-01-18 03:00:00,38220090,Lain-lain,PT. MEDQUEST JAYA GLOBAL,MENARA SALEMBA LT.6 ZONA 1 JL. SALEMBA RAYA NO 5-5A JAKARTA PUSAT 1044,ID - Indonesia,.,.,.,.,"GENESYSTEM CO.,LTD.",200-9 TECHNO2-RO YUSEONG-GU DAEJEON 34028 REPUBLIC,South Korea,0.0,2395.89,USD,6.21,Kg.,544.0,Kg.,3.0,KT,SMARTCHECK NOVEL CORONAVIRUS DETECTION KIT FOR SARS-COV-2 DETECTION 100 TEST (25 TEST CHIPS)/PK,0,CT,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,348,Indonesia 2021-version-13.csv
7143,2021-01-18 03:00:00,38220090,Lain-lain,PT. SARANA KARYA MEDIKA,"UBUD VILLAGE BLOK KINTAMANI C.1/15, KEL. SUDIMARA TIMUR, KEC. CILEDUG,",ID - Indonesia,.,.,.,.,"NANTONG EGENS BIOTECHNOLOGY CO.,LTD","BLOCK A NO.15 BUILDING , NO.1692 XINGHU AVENUE, NA",China,0.0,146498.01,USD,667.0,Kg.,667.0,Kg.,50000.0,PCE,SARS-COV-2 ANTIGEN RAPID TEST BAIK DAN BARU,0,CT,,,,,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,JAPAN AIRLINES,,0,,,China,,,,,,,,349,Indonesia 2021-version-13.csv
7147,2021-01-18 03:00:00,38220090,Lain-lain,PT. STANDARD BIOSENSOR HEALTHCARE,"KP NAGROG KERTAMUKTI,CAMPAKA RT.004 RW.002 PURWAKARTA JAWA BARAT",ID - Indonesia,.,.,.,.,"SD BIOSENSOR,INC","C-4/5 FLOOR,16,DAOGYEONG-DAERO 1556BEON-GIL,YEONGT",South Korea,0.0,490829.06,USD,2183.61,Kg.,3133.0,Kg.,575000.0,EA,COVID-19 AG TEST EXTRACTION BUFFER TUBE BAIK/BARU,0,PK,,,,,SOEKARNO-HATTA (U),INCHEON INTL APT/SEOUL,KOREAN AIRLINES,,0,,,North Korea,,,,,,,,350,Indonesia 2021-version-13.csv
