,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
385,11999,12000,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2522.6,0.0,USD,0.0,,0.0,,10.0,KG,ALINITY   SARSCOV2  IGG  100T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,12000,Pakistan Trade Atlas All 2021 HS 382200.csv,igg,{'igg': 4},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",4.0,10.5,21.0,1075,70 | 72 | 73 | 74 | 330 | 951 | 430,32 | 33
386,12041,12042,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCTS.,Karachi,PK - Pakistan,.,.,.,.,GENEMAX BIOTECH,,China,723.0,0.0,USD,0.0,,0.0,,3.0,KG,0.2ml PCR 8Strips Tubes for Realtime PCR  Natural Color For Covid19Test  Qty 125 Pack  10 PacksQTY3.00 Case,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12042,Pakistan Trade Atlas All 2021 HS 382200.csv,"pcr,realtime","{'pcr,realtime': '1ea'}",biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech,{'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'} | {'biotech': '1ea'},1.0,0.5,1.6666666666666665,1409,836 | 838 | 175 | 860 | 828 | 855 | 210 | 935 | 607 | 608 | 52 | 1365 | 830 | 856 | 825 | 473 | 471 | 851 | 603 | 625 | 816 | 822 | 636 | 161 | 220 | 310 | 817 | 19 | 438 | 441 | 440 | 418 | 442 | 563 | 917 | 987 | 936 | 950 | 754 | 45,1271
387,12054,12055,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,505.4,0.0,USD,0.0,,0.0,,5.0,KG,ALINITY   SARSCOV2  IGM  200T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,12055,Pakistan Trade Atlas All 2021 HS 382200.csv,igm,{'igm': 4},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",4.0,10.5,21.0,1076,70 | 72 | 73 | 74 | 330 | 951 | 430,32 | 33
388,12061,12062,06-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES (PAKISTAN) LTD.,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,4540.77,0.0,USD,0.0,,0.0,,9.0,KG,ALINITY   SARSCOV2  IGG  200T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,12062,Pakistan Trade Atlas All 2021 HS 382200.csv,igg,{'igg': 4},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",4.0,10.5,21.0,1075,70 | 72 | 73 | 74 | 330 | 951 | 430,32 | 33
389,12128,12129,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,MDBIO,,United States,4150.7,0.0,USD,0.0,,0.0,,1.0,KG,MDBio  COVID19 Field Lab Kit 96 Tests  Includes 1MDBio 8 Well Therm. Cycler  BCC19 Reagent BCC19 Reagent 2  Positive Control  1MDBio Analysis Stand  2MDBio Prep St,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12129,Pakistan Trade Atlas All 2021 HS 382200.csv,reagent,{'reagent': 4},,,2.0,0.0,2.0,1399,,1399
390,12137,12138,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",FY DIAGNOSTIC & SURGICALS,"Anum Blessing, Suite 502, Block 7/8, KCHSU, Shahra-e-Faisal,",Karachi,+92 2134327418,+92 2134537598,info@fybreeds.com,www.fybreeds.com,RAYBIOTECH LIFE INC,,United States,75.0,0.0,USD,0.0,,0.0,,1.0,KG,01SET COVID19 DIAGNOSTIC REAGENTSCOVID19 SPROTEIN S1RBD ELISA KIT 1X96 WELL STRIP MICROPLATE KIT.,0.0,,,,,,KPFI,,M/S. KHURRAM CARGO SERVICES,,0.0,,,,,,,,,,,12138,Pakistan Trade Atlas All 2021 HS 382200.csv,elisa | elisa | elisa | elisa,{'elisa': 20} | {'elisa': 20} | {'elisa': 20} | {'elisa': 20},life | life,{'life': '1ea'} | {'life': '1ea'},10.0,0.3333333333333333,10.0,1200 | 609 | 1202 | 1212,27 | 41,1200 | 609 | 1202 | 1212
391,12139,12140,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,TIB MOLBIOL,,Germany,1456.92,0.0,USD,0.0,,0.0,,10.0,KG,LIGHTMIX KIT SARBECOVIRUS SARSCOV2 QTY 10 PCS EXEMPTION OF SRO 844  1007 AND 1008 SERIAL  10,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12140,Pakistan Trade Atlas All 2021 HS 382200.csv,10,{'10': '1ea'},,,0.5,0.0,0.5,1273,,1273
392,12147,12148,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",FY DIAGNOSTIC & SURGICALS,"Anum Blessing, Suite 502, Block 7/8, KCHSU, Shahra-e-Faisal,",Karachi,+92 2134327418,+92 2134537598,info@fybreeds.com,www.fybreeds.com,RAYBIOTECH LIFE INC,,United States,75.0,0.0,USD,0.0,,0.0,,1.0,KG,01SET DIAGNOSTIC REAGENTS COVID19 NPROTEIN ELISA 1X96WELL STRIP MICROPLATE KIT,0.0,,,,,,KPFI,,M/S. KHURRAM CARGO SERVICES,,0.0,,,,,,,,,,,12148,Pakistan Trade Atlas All 2021 HS 382200.csv,elisa | elisa | elisa | elisa,{'elisa': 20} | {'elisa': 20} | {'elisa': 20} | {'elisa': 20},life | life,{'life': '1ea'} | {'life': '1ea'},10.0,0.3333333333333333,10.0,1200 | 609 | 1202 | 1212,27 | 41,1200 | 609 | 1202 | 1212
393,12151,12152,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD.,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,TIB MOLBIOL,,Germany,3399.48,0.0,USD,0.0,,0.0,,35.0,KG,SARSCOV2 COVID19 RDRP QTY 35 PCS EXEMPTION OF SRO 844  1007 AND 1008 SERIAL  10,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12152,Pakistan Trade Atlas All 2021 HS 382200.csv,10,{'10': '1ea'},,,0.5,0.0,0.5,1273,,1273
394,12153,12154,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,MDBIO,,United States,326.36,0.0,USD,0.0,,0.0,,2.0,KG,MDBio  COVID19 Positive Control 100 Control Tests,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12154,Pakistan Trade Atlas All 2021 HS 382200.csv,100 | 100,{'100': '1ea'} | {'100': '1ea'},,,0.3333333333333333,0.0,0.3333333333333333,930 | 208,,930 | 208
395,12159,12160,02-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MUSAJI ADAM & SONS,"1-Humair Centre, Hormusji Street, Gari Khata",Karachi,+92 2132626250,+92 2132626251,,www.science-ware.com,MDBIO,,United States,4979.48,0.0,USD,0.0,,0.0,,4.0,KG,MDBio  COVID19 Refill 96 Tests  Includes BCC19 Reagent 1 BCC19 Reagent 2  128Up PCR Tube Strips  Saline  Swabs   12PCR Tube 1.5ml,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12160,Pakistan Trade Atlas All 2021 HS 382200.csv,reagent | strips,{'reagent': 4} | {'strips': 4},,,2.0,0.0,2.0,1399 | 725,,1399 | 725
396,12176,12177,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CHOHAN & COMPANY.,21 Bahadurabad Block 03 Karachi,PK - Pakistan,.,.,.,.,BIONOTE  INC,,South Korea,11899.99,0.0,USD,0.0,,0.0,,240.0,KG,SARSCoV2  COVID19 KITS For the Detection of Corona Virus PCR Kits,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12177,Pakistan Trade Atlas All 2021 HS 382200.csv,"virus,corona | detection,virus","{'virus,corona': '1ea'} | {'detection': 1, 'virus': '1ea'}",bionote | bionote | bionote,{'bionote': 20} | {'bionote': 20} | {'bionote': 20},1.0,20.0,20.0,1175 | 653,462 | 463 | 900,462 | 463 | 900
397,12232,12233,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGENE (PVT) LTD.,Karachi Pakistan,PK - Pakistan,.,.,.,.,SHENZHEN LIFOTRONIC TECHNOLOGY,,China,133302.08,0.0,USD,0.0,,0.0,,5460.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ANTIGEN GICA 25TESTKIT QTY5460 KITS 136500 TEST,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,12233,Pakistan Trade Atlas All 2021 HS 382200.csv,"antigen,gica","{'antigen': 4, 'gica': '1ea'}",technology | technology | technology | technology,{'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'} | {'technology': '1ea'},5.0,0.5,10.666666666666666,806,933 | 897 | 384 | 819,806
398,12233,12234,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCTS.,Karachi,PK - Pakistan,.,.,.,.,APPLIED BIOLOGICAL MATERIALS,,Canada,3.96,0.0,USD,0.0,,0.0,,5.0,KG,GenomeCoV19 Detection Kit PCR         ALL ABOVE ARE LABORATORY PCR CONSUMABLES USE FOR COVID 19 TEST QTY5.00KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12234,Pakistan Trade Atlas All 2021 HS 382200.csv,"detection,19","{'detection': 1, '19': '1ea'}",applied,{'applied': 4},0.6666666666666666,2.0,3.666666666666667,1295,84,1151
399,12237,12238,01-09-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HI-TECH SCIENTIFIC INTERNATIONAL.,Rawalpindi,PK - Pakistan,.,.,.,.,NANJING VAZYME MEDICAL TECHNOLOGY CO LTD,,China,300.0,0.0,USD,0.0,,0.0,,30.0,KG,2 COVID19 RTPCR KITS  REF CD30202  LOT 7E581F1  MFG 18062021  EXP 17062022 QTY  100 TESTS  WEIGHT 30 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,12238,Pakistan Trade Atlas All 2021 HS 382200.csv,100 | 100,{'100': '1ea'} | {'100': '1ea'},"technology,nanjing,vazyme,medical","{'vazyme': 20, 'technology,nanjing,medical': '1ea'}",0.3333333333333333,23.0,23.0,930 | 208,852,852
400,12265,12266,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BIBBY SCIENTIFIC MEA,,Cyprus,12953.47,0.0,USD,0.0,,0.0,,20.0,KG,GENESIG REAL TIME PCR COVID19 KIT 96 REACTION 20 KITS NO.ZPATHCOVID19CE,0.0,,,,,,KPAF,,BABA IMPEX,,0.0,,,,,,,,,,,12266,Pakistan Trade Atlas All 2021 HS 382200.csv,"time,real,pcr | time,real,pcr","{'time,real,pcr': '1ea'} | {'time,real,pcr': '1ea'}",scientific | scientific,{'scientific': '1ea'} | {'scientific': '1ea'},3.0,0.5,3.0,651 | 1057,550 | 319,651 | 1057
401,12266,12267,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ALLIED BUSINESS SYSTEM,RAWALPINDI,PK - Pakistan,.,.,.,.,GETEIN BIOTECH INC,,China,2057.5,0.0,USD,0.0,,0.0,,26.0,KG,ONE STEP TEST SARSCOV 2 ANTIGEN COLOOIDAL GOLD TOTAL 1500 KITS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,12267,Pakistan Trade Atlas All 2021 HS 382200.csv,"one,step | one,step",{'one_step': 20} | {'one_step': 20},"getein,biotech","{'getein': 20, 'biotech': '1ea'}",20.0,21.0,56.0,1281 | 1400,817,817
402,12267,12268,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,BIBBY SCIENTIFIC MEA,,Cyprus,1925.9,0.0,USD,0.0,,0.0,,2.0,KG,PRIMER DESIGN PROMAT COVID19 Q16 KITS 02 KITS NOD00068,0.0,,,,,,KPAF,,BABA IMPEX,,0.0,,,,,,,,,,,12268,Pakistan Trade Atlas All 2021 HS 382200.csv,primer,{'primer': '1ea'},scientific | scientific,{'scientific': '1ea'} | {'scientific': '1ea'},0.1111111111111111,0.5,0.5,1011,550 | 319,550 | 319
403,12273,12274,31-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES,"OFFICE#1, 1ST FLOOR, ABC PLAZA, COMMERCIAL CENTER SATELLITE TOWN, RAWALPINDI-PAKISTAN.",PK - Pakistan,.,.,.,.,GENEEPROOF AS,,Czech Republic,19044.53,0.0,USD,0.0,,0.0,,42.0,KG,Diagnostic Reagent SARSCoV2 Coronavirus PCR Test Kits,0.0,,,,,,LPAF,,RAFAQIBS ENTERPRISES,,0.0,,,,,,,,,,,12274,Pakistan Trade Atlas All 2021 HS 382200.csv,reagent,{'reagent': 4},as,{'as': '1ea'},2.0,0.3333333333333333,2.0,1399,567,1399
404,12281,12282,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,31270.75,0.0,USD,0.0,,0.0,,5.0,KG,"ARTUS SARSCOV2 PREPAMP UM KIT 768 QTY5 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,12282,Pakistan Trade Atlas All 2021 HS 382200.csv,10,{'10': '1ea'},"qiagen,gmbh | qiagen,gmbh","{'qiagen': 20, 'gmbh': 4} | {'qiagen': 20, 'gmbh': 4}",0.5,24.0,24.0,1273,514 | 515,514 | 515
405,12284,12285,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CARE SCIENTIFIC,LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN UNI MEDICA TECHNOLOGY CO LTD,,Spain,1531.02,0.0,USD,0.0,,0.0,,25.0,KG,DIAGNOSTIC COVID 19 PCR  AND VIRAL RNA EXTRACTION TEST KITS AS PER INVOICE,0.0,,,,,,LPAF,,,,0.0,,,,,,,,,,,12285,Pakistan Trade Atlas All 2021 HS 382200.csv,"rna,extraction,viral,and","{'viral': 1, 'rna,extraction,and': '1ea'}",medica | medica,{'medica': 4} | {'medica': 4},1.0,1.0,3.0,959,892 | 885,959
406,12286,12287,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,ABBOTT GMBH,,United States,301804.76,0.0,USD,0.0,,0.0,,1058.0,KG,9N7890 RT PCR DNA SARS COV2 AMP KIT FOR M ALINITY  130 KIT COMBINED WITH ALL CONSUMBLES 9N26019NO9N260211NO9N2610105NO9N26123NO9N49101NO9N200152NO9N120124NO9N2003,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,12287,Pakistan Trade Atlas All 2021 HS 382200.csv,amp,{'amp': 20},abbott | abbott | abbott | abbott | abbott | abbott,{'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20},6.666666666666667,10.0,21.0,39,916 | 17 | 18 | 32 | 33 | 975,32 | 33
407,12294,12295,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",RAZA ENTERPRISES,19 C KARACHI MARKET KHYBER BAZAR PESHAWAR.,PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LTD,,China,2450.0,0.0,USD,0.0,,0.0,,245.0,KG,COVID19I.C.T ANTIGEN RAPID TEST CASSETTESWAB 20 TEST KITS1 I.C.T COVID19 ANTIGEN RAPID TESTSWAB LOT NOATCOV21080207 EXP DT082023.BRAND ALL TEST ORIGIN CHINA QTY750 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,12295,Pakistan Trade Atlas All 2021 HS 382200.csv,"antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid","{'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4} | {'antigen': 4, 'rapid': 4}","alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou | alltest,biotech,hangzhou","{'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'} | {'alltest': 20, 'hangzhou': 20, 'biotech': '1ea'}",8.0,41.0,87.33333333333333,171 | 209 | 550 | 618 | 648 | 1245 | 613 | 1243 | 643 | 1074 | 185,190 | 180 | 181 | 182 | 617 | 176 | 177 | 178 | 623 | 861 | 151 | 599 | 221 | 317,178 | 221
408,12295,12296,30-08-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,598.17,0.0,USD,0.0,,0.0,,10.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 QTY 10 PCS EXEMPTION OF SRO 844, 1007 AND 1008 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,12296,Pakistan Trade Atlas All 2021 HS 382200.csv,assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay | assay,{'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4} | {'assay': 4},"qiagen,gmbh | qiagen,gmbh","{'qiagen': 20, 'gmbh': 4} | {'qiagen': 20, 'gmbh': 4}",2.0,24.0,24.0,1253 | 84 | 1280 | 516 | 318 | 41 | 508 | 46 | 1017 | 51 | 582 | 921 | 682 | 1001 | 996 | 1015 | 637,514 | 515,514 | 515
